item_id,nsn,nomenclature,category,qty_on_hand,qty_required,shortage,unit_of_issue,condition_code,serial_number,sensitivity_class,location_id,responsible_marine,last_inventoried_date,last_inventoried_iso,last_lateral_transfer_date,days_since_inventory,days_since_lateral_transfer,inventory_overdue,nmc_impacting
ITM-004048,8415-01-356-8118,"Helmet ECH, Large",Class II — Clothing & Individual Equip,163,161,0,EA,A,,SENSITIVE,WHSE-B2,"SSgt Whitfield, T.",2026-03-22,2026-03-22T03:00:00+00:00,2026-03-01,36,56,True,False
ITM-004049,1330-17-089-7811,"9mm Ball M1152, 50rd Box",Class V — Ammunition,41,43,2,BX,B,,ARMS,WHSE-A2,"Sgt Pham, D.",2026-04-18,2026-04-18T19:00:00+00:00,,8,9999,False,False
ITM-004050,8915-74-909-8126,"MRE Case, Menu B",Class I — Subsistence,194,199,5,CS,C,USMC-D9BRKR4J,CCI,WHSE-A1,"Cpl Marin, L.",2026-04-21,2026-04-21T06:00:00+00:00,2026-02-12,6,73,False,False
ITM-004051,8465-33-924-6697,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,195,200,5,EA,C,,ROUTINE,WHSE-B2,"Cpl Kowalski, P.",2025-12-23,2025-12-23T07:00:00+00:00,2025-12-19,125,128,True,False
ITM-004052,5945-58-620-4088,JLTV Brake Caliper Assy,Class IX — Repair Parts,3,2,0,EA,A,USMC-Z7SG94VL,CCI,VBAY-03,"GySgt Yelovich, M.",2026-04-22,2026-04-22T22:00:00+00:00,,4,9999,False,False
ITM-004053,2920-08-668-1610,JLTV Brake Caliper Assy,Class IX — Repair Parts,17,17,0,EA,F,,ROUTINE,WHSE-A2,"Cpl Boudreau, A.",2026-04-23,2026-04-23T13:00:00+00:00,2026-01-23,3,94,False,True
ITM-004054,8970-94-114-0934,UGR-A Component Pack,Class I — Subsistence,152,152,0,CS,F,,SENSITIVE,WHSE-A2,"MSgt Quinones, V.",2026-04-01,2026-04-01T05:00:00+00:00,2026-04-23,26,4,False,False
ITM-004055,6515-71-094-9483,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,192,193,1,EA,A,,SENSITIVE,MED-CAGE,"Cpl Boudreau, A.",2026-03-27,2026-03-27T04:00:00+00:00,2026-04-02,31,24,True,False
ITM-004056,8970-41-968-3600,"MRE Case, Menu B",Class I — Subsistence,43,43,0,CS,A,,ROUTINE,WHSE-A2,"Cpl Kowalski, P.",2026-03-03,2026-03-03T14:00:00+00:00,,54,9999,False,False
ITM-004057,9905-60-837-5036,Civil Affairs Handout Kit,Class X — Non-Mil Programs,141,141,0,KT,C,,ROUTINE,COMSEC-1,"Cpl Marin, L.",2026-02-20,2026-02-20T23:00:00+00:00,,65,9999,True,False
ITM-004058,8910-54-629-6619,"Coffee, Instant, Case",Class I — Subsistence,4,4,0,CS,B,,ROUTINE,WHSE-A1,"GySgt Yelovich, M.",2026-04-08,2026-04-08T14:00:00+00:00,,18,9999,False,False
ITM-004059,2320-13-390-8282,JLTV M1278A1 Heavy Gun Carrier,Class VII — Major End Items,1,6,5,EA,A,USMC-QZ2XJS7G,SENSITIVE,VBAY-02,"Sgt Pham, D.",2026-04-06,2026-04-06T07:00:00+00:00,2026-03-23,21,34,False,False
ITM-004060,6135-34-844-9974,PRC-117 Battery BB-2590,Class IX — Repair Parts,16,16,0,EA,A,,ROUTINE,WHSE-A1,"Cpl Iwamoto, K.",2026-04-13,2026-04-13T07:00:00+00:00,2026-04-11,14,16,False,False
ITM-004061,8420-60-305-4922,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,14,14,0,EA,A,,ROUTINE,WHSE-B1,"Sgt Pham, D.",2026-03-13,2026-03-13T09:00:00+00:00,,45,9999,False,False
ITM-004062,2320-46-173-0246,"M240B MG, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-JH66T3G2,SENSITIVE,VBAY-01,"SSgt Whitfield, T.",2026-04-24,2026-04-24T01:00:00+00:00,2026-04-08,3,18,False,False
ITM-004063,8430-61-266-1087,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,94,94,0,EA,A,,ROUTINE,WHSE-B1,"GySgt Underwood, R.",2026-03-06,2026-03-06T19:00:00+00:00,2026-01-06,51,110,False,False
ITM-004064,2530-17-504-8673,JLTV Brake Caliper Assy,Class IX — Repair Parts,14,14,0,EA,B,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2025-06-14,2025-06-14T07:00:00+00:00,,317,9999,True,False
ITM-004065,2920-82-674-6670,"MTVR Air Filter, Element",Class IX — Repair Parts,9,11,2,EA,F,,ROUTINE,WHSE-A2,"Sgt Carrillo, R.",2026-03-08,2026-03-08T14:00:00+00:00,2026-04-11,49,16,False,True
ITM-004066,2530-35-632-4306,M-ATV Hub Assembly,Class IX — Repair Parts,8,8,0,EA,F,USMC-U4VKXKDG,CCI,ARM-102,"SSgt Whitfield, T.",2026-04-21,2026-04-21T07:00:00+00:00,2026-02-21,6,65,False,True
ITM-004067,8420-29-983-6864,"Helmet ECH, Large",Class II — Clothing & Individual Equip,129,129,0,EA,C,,SENSITIVE,WHSE-B1,"Cpl Boudreau, A.",2026-04-08,2026-04-08T18:00:00+00:00,2026-03-21,18,36,False,False
ITM-004068,1005-27-170-4455,AN/PRC-152A Handheld,Class VII — Major End Items,1,1,0,EA,C,USMC-68MAV4AV,SENSITIVE,ARM-103,"Cpl Boudreau, A.",2026-03-29,2026-03-29T13:00:00+00:00,2026-04-18,28,8,False,False
ITM-004069,6515-35-293-5663,"CAT Tourniquet, Gen-7",Class VIII — Medical,55,60,5,EA,A,,SENSITIVE,MED-CAGE,"SSgt Reyes, J.",2026-04-21,2026-04-21T11:00:00+00:00,2026-04-25,6,2,False,False
ITM-004070,5945-41-746-1387,"Tire, MTVR, 16R20",Class IX — Repair Parts,3,5,2,EA,A,,ROUTINE,WHSE-A2,"Cpl Diallo, S.",2026-03-08,2026-03-08T19:00:00+00:00,2026-04-08,49,18,False,False
ITM-004071,8520-86-730-8421,"PX Restock Kit, Bundle",Class VI — Personal Demand,109,114,5,KT,A,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-03-27,2026-03-27T12:00:00+00:00,2026-04-12,31,15,False,False
ITM-004072,5610-98-868-8976,"Lumber 2x4x8, Bundle",Class IV — Construction,187,187,0,BD,C,,ROUTINE,WHSE-B2,"Sgt Alvarado, M.",2026-03-30,2026-03-30T03:00:00+00:00,2026-02-04,28,82,False,False
ITM-004073,6135-27-777-0558,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,1,1,0,EA,B,,ROUTINE,VBAY-03,"Cpl Henderson, B.",2026-04-23,2026-04-23T17:00:00+00:00,2026-03-26,3,31,False,False
ITM-004074,2530-86-722-4953,PRC-117 Battery BB-2590,Class IX — Repair Parts,20,25,5,EA,B,,ROUTINE,WHSE-A1,"Sgt Carrillo, R.",2026-03-31,2026-03-31T19:00:00+00:00,,26,9999,False,False
ITM-004075,9150-78-096-1690,"Lubricant, GAA, Tube",Class III — POL,28,26,0,DR,B,,HAZMAT,HAZ-Y1,"MSgt Quinones, V.",2026-04-27,2026-04-27T03:00:00+00:00,2026-04-26,0,1,False,False
ITM-004076,8530-18-438-1147,"Hygiene Kit, Field, Case",Class VI — Personal Demand,7,7,0,KT,A,,ROUTINE,WHSE-B1,"GySgt Underwood, R.",2025-12-31,2025-12-31T18:00:00+00:00,,116,9999,True,False
ITM-004077,8420-65-836-4977,"Shemagh, Tan",Class II — Clothing & Individual Equip,179,179,0,EA,F,USMC-Z492SGKU,CCI,WHSE-B1,"Sgt Olufsen, K.",2026-04-17,2026-04-17T15:00:00+00:00,,9,9999,False,False
ITM-004078,1005-21-231-5812,AN/PRC-152A Handheld,Class VII — Major End Items,1,6,5,EA,A,USMC-TFLT3DBV,SENSITIVE,VBAY-01,"GySgt Yelovich, M.",2026-04-26,2026-04-26T23:00:00+00:00,2026-03-02,0,55,False,False
ITM-004079,2920-57-904-7467,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,17,15,0,EA,A,,ROUTINE,WHSE-A1,"SSgt Reyes, J.",2026-04-25,2026-04-25T02:00:00+00:00,2026-03-01,2,56,False,False
ITM-004080,6135-22-858-0182,AN/VRC-103 Mount Kit,Class IX — Repair Parts,18,18,0,EA,A,,ROUTINE,VBAY-03,"Sgt Carrillo, R.",2026-03-05,2026-03-05T20:00:00+00:00,2026-02-22,52,63,False,False
ITM-004081,5945-96-554-2740,AN/VRC-103 Mount Kit,Class IX — Repair Parts,23,25,2,EA,F,USMC-W2DZQCXS,CCI,VBAY-03,"Cpl Boudreau, A.",2026-04-23,2026-04-23T20:00:00+00:00,,3,9999,False,True
ITM-004082,8910-18-948-5006,"Coffee, Instant, Case",Class I — Subsistence,112,112,0,CS,F,,ROUTINE,WHSE-A2,"Sgt Alvarado, M.",2026-03-22,2026-03-22T16:00:00+00:00,2026-04-06,35,20,False,False
ITM-004083,6510-80-431-4593,"Israeli Bandage 6""",Class VIII — Medical,104,104,0,EA,B,,SENSITIVE,MED-CAGE,"SSgt Whitfield, T.",2026-04-03,2026-04-03T17:00:00+00:00,,23,9999,False,False
ITM-004084,2920-56-722-3750,"MTVR Air Filter, Element",Class IX — Repair Parts,17,17,0,EA,B,,ROUTINE,WHSE-A2,"MSgt Quinones, V.",2025-08-11,2025-08-11T02:00:00+00:00,,259,9999,True,False
ITM-004085,8915-19-931-0701,"MRE Case, Menu A",Class I — Subsistence,175,174,0,CS,B,,ROUTINE,WHSE-A1,"Sgt Pham, D.",2026-03-11,2026-03-11T10:00:00+00:00,2026-01-19,47,97,False,False
ITM-004086,5945-06-402-6792,AN/VRC-103 Mount Kit,Class IX — Repair Parts,9,9,0,EA,A,,SENSITIVE,WHSE-A1,"Sgt Carrillo, R.",2026-04-09,2026-04-09T05:00:00+00:00,,18,9999,False,False
ITM-004087,8530-56-823-8621,"PX Restock Kit, Bundle",Class VI — Personal Demand,154,152,0,KT,B,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-03-03,2026-03-03T14:00:00+00:00,2026-03-15,54,42,False,False
ITM-004088,6135-70-151-9152,"MTVR Air Filter, Element",Class IX — Repair Parts,24,23,0,EA,B,,SENSITIVE,WHSE-B1,"GySgt Yelovich, M.",2026-04-20,2026-04-20T08:00:00+00:00,2025-12-04,7,143,False,False
ITM-004089,9150-99-249-0233,"JP-8, 55-gal Drum",Class III — POL,18,19,1,DR,A,,HAZMAT,HAZ-Y1,"SSgt Reyes, J.",2026-04-24,2026-04-24T04:00:00+00:00,,3,9999,False,False
ITM-004090,2530-29-859-7160,AN/VRC-103 Mount Kit,Class IX — Repair Parts,4,3,0,EA,B,,SENSITIVE,WHSE-A2,"SSgt Reyes, J.",2026-03-22,2026-03-22T06:00:00+00:00,2025-12-13,36,135,True,False
ITM-004091,6135-08-355-5400,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,5,3,0,EA,A,,ROUTINE,WHSE-A2,"Sgt Carrillo, R.",2026-04-02,2026-04-02T12:00:00+00:00,2026-03-30,25,28,False,False
ITM-004092,9905-00-223-6449,Civil Affairs Handout Kit,Class X — Non-Mil Programs,15,15,0,KT,B,,ROUTINE,WHSE-B2,"Cpl Diallo, S.",2026-03-09,2026-03-09T14:00:00+00:00,2026-04-24,48,2,False,False
ITM-004093,6135-62-861-8672,PRC-117 Battery BB-2590,Class IX — Repair Parts,2,2,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Boudreau, A.",2026-03-22,2026-03-22T08:00:00+00:00,2026-03-29,36,29,False,False
ITM-004094,5660-11-708-3437,"Lumber 2x4x8, Bundle",Class IV — Construction,197,198,1,BD,C,,ROUTINE,WHSE-B2,"MSgt Quinones, V.",2026-04-27,2026-04-27T00:00:00+00:00,2026-04-22,0,4,False,False
ITM-004095,8970-02-562-5602,"Coffee, Instant, Case",Class I — Subsistence,95,97,2,CS,A,USMC-5MGAHGZD,CCI,WHSE-A1,"Sgt Carrillo, R.",2026-04-26,2026-04-26T07:00:00+00:00,,1,9999,False,False
ITM-004096,1305-80-375-0877,"M18 Smoke, Violet",Class V — Ammunition,20,22,2,BX,A,,HAZMAT,ARM-101,"Cpl Boudreau, A.",2026-04-16,2026-04-16T10:00:00+00:00,2026-01-20,11,97,False,False
ITM-004097,9905-44-884-0108,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,156,156,0,KT,F,,SENSITIVE,WHSE-B2,"SSgt Whitfield, T.",2026-04-26,2026-04-26T08:00:00+00:00,2025-09-28,1,211,False,False
ITM-004098,6135-52-677-5415,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,25,30,5,EA,B,,ROUTINE,COMSEC-1,"Cpl Kowalski, P.",2026-03-24,2026-03-24T15:00:00+00:00,2026-04-26,33,0,False,False
ITM-004099,8420-05-439-6931,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,26,24,0,EA,A,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-03-14,2026-03-14T18:00:00+00:00,2026-03-27,43,30,False,False
ITM-004100,6135-16-855-4894,M-ATV Hub Assembly,Class IX — Repair Parts,18,16,0,EA,F,,ROUTINE,WHSE-B1,"Cpl Marin, L.",2025-12-12,2025-12-12T22:00:00+00:00,,135,9999,True,True
ITM-004101,8970-69-360-2622,"MRE Case, Menu A",Class I — Subsistence,130,132,2,CS,A,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2026-02-13,2026-02-13T12:00:00+00:00,,73,9999,True,False
ITM-004102,6135-21-276-9661,M-ATV Hub Assembly,Class IX — Repair Parts,22,21,0,EA,B,,SENSITIVE,WHSE-A1,"Cpl Iwamoto, K.",2026-04-03,2026-04-03T10:00:00+00:00,2026-04-14,24,13,False,False
ITM-004103,6510-33-680-9966,"CAT Tourniquet, Gen-7",Class VIII — Medical,172,172,0,EA,B,,ROUTINE,MED-CAGE,"Cpl Marin, L.",2026-04-27,2026-04-27T02:00:00+00:00,2026-03-10,0,47,False,False
ITM-004104,2530-84-110-8553,M-ATV Hub Assembly,Class IX — Repair Parts,19,18,0,EA,B,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-02-04,2026-02-04T14:00:00+00:00,2025-12-27,81,121,True,False
ITM-004105,5945-53-615-7377,"MTVR Air Filter, Element",Class IX — Repair Parts,2,2,0,EA,A,USMC-TALA754Q,CCI,WHSE-A1,"GySgt Yelovich, M.",2026-04-23,2026-04-23T03:00:00+00:00,2026-02-10,4,76,False,False
ITM-004106,6135-36-503-1863,"Tire, MTVR, 16R20",Class IX — Repair Parts,9,7,0,EA,B,USMC-PJ4DCEXN,CCI,WHSE-A2,"GySgt Yelovich, M.",2026-04-26,2026-04-26T02:00:00+00:00,2026-04-11,1,16,False,False
ITM-004107,8915-97-486-9266,"Coffee, Instant, Case",Class I — Subsistence,6,5,0,CS,C,,ROUTINE,VBAY-02,"Cpl Diallo, S.",2026-03-31,2026-03-31T00:00:00+00:00,2026-03-08,27,50,False,False
ITM-004108,8970-54-853-0411,UGR-A Component Pack,Class I — Subsistence,170,169,0,CS,B,,ROUTINE,WHSE-A2,"Sgt Olufsen, K.",2026-01-01,2026-01-01T07:00:00+00:00,,116,9999,True,False
ITM-004109,6515-53-810-9238,"Decompression Needle, 14ga",Class VIII — Medical,45,44,0,EA,A,,ARMS,MED-CAGE,"Cpl Boudreau, A.",2026-03-13,2026-03-13T03:00:00+00:00,2026-04-15,45,12,True,False
ITM-004110,8915-80-565-9028,"MRE Case, Menu B",Class I — Subsistence,151,149,0,CS,F,,SENSITIVE,WHSE-A1,"Sgt Carrillo, R.",2026-04-12,2026-04-12T21:00:00+00:00,2026-01-07,14,109,False,False
ITM-004111,2920-98-829-4464,"MTVR Air Filter, Element",Class IX — Repair Parts,3,3,0,EA,A,,ROUTINE,WHSE-B1,"GySgt Yelovich, M.",2026-03-08,2026-03-08T03:00:00+00:00,,50,9999,False,False
ITM-004112,2540-56-649-2602,"MTVR Air Filter, Element",Class IX — Repair Parts,9,9,0,EA,A,,ROUTINE,WHSE-A2,"Sgt Carrillo, R.",2025-08-02,2025-08-02T19:00:00+00:00,2026-04-22,267,5,True,False
ITM-004113,5945-96-212-3265,"Tire, MTVR, 16R20",Class IX — Repair Parts,24,23,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Marin, L.",2026-03-06,2026-03-06T21:00:00+00:00,2026-03-31,51,26,False,False
ITM-004114,5510-04-370-6066,"Lumber 2x4x8, Bundle",Class IV — Construction,7,7,0,BD,B,,ROUTINE,WHSE-B2,"GySgt Underwood, R.",2026-01-24,2026-01-24T08:00:00+00:00,2026-03-20,93,37,True,False
ITM-004115,8910-11-638-1797,"Coffee, Instant, Case",Class I — Subsistence,41,43,2,CS,A,,ROUTINE,WHSE-A2,"Cpl Iwamoto, K.",2026-02-03,2026-02-03T22:00:00+00:00,2026-04-23,82,3,True,False
ITM-004116,6510-96-406-1002,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,91,89,0,EA,A,,ROUTINE,WHSE-A2,"Sgt Olufsen, K.",2026-03-12,2026-03-12T12:00:00+00:00,2026-04-06,46,20,False,False
ITM-004117,8470-69-040-6228,Civil Affairs Handout Kit,Class X — Non-Mil Programs,69,71,2,KT,A,,SENSITIVE,WHSE-B2,"Cpl Marin, L.",2026-04-09,2026-04-09T22:00:00+00:00,2026-02-27,17,58,False,False
ITM-004118,6135-61-368-2606,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,4,9,5,EA,B,,ROUTINE,WHSE-A1,"GySgt Underwood, R.",2026-04-08,2026-04-08T08:00:00+00:00,2026-01-25,19,92,False,False
ITM-004119,8970-98-474-5798,"MRE Case, Menu B",Class I — Subsistence,21,21,0,CS,A,,ROUTINE,WHSE-A1,"Sgt Olufsen, K.",2026-01-14,2026-01-14T18:00:00+00:00,,102,9999,True,False
ITM-004120,8415-15-135-9913,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,85,85,0,EA,A,,ROUTINE,WHSE-B1,"MSgt Quinones, V.",2026-04-06,2026-04-06T23:00:00+00:00,,20,9999,False,False
ITM-004121,8530-19-449-6401,"PX Restock Kit, Bundle",Class VI — Personal Demand,48,50,2,KT,A,,SENSITIVE,WHSE-B1,"Cpl Marin, L.",2026-03-24,2026-03-24T00:00:00+00:00,2026-03-16,34,42,True,False
ITM-004122,5610-49-561-1277,Conex Liner Kit,Class IV — Construction,98,96,0,BD,A,,ARMS,WHSE-B2,"Cpl Boudreau, A.",2026-04-20,2026-04-20T10:00:00+00:00,,7,9999,False,False
ITM-004123,2540-26-374-2070,JLTV Brake Caliper Assy,Class IX — Repair Parts,4,4,0,EA,B,,ROUTINE,VBAY-03,"Cpl Marin, L.",2026-02-28,2026-02-28T22:00:00+00:00,,57,9999,False,False
ITM-004124,9140-33-649-5406,"Coolant, Antifreeze, Gal",Class III — POL,6,6,0,DR,B,,ROUTINE,HAZ-Y1,"GySgt Yelovich, M.",2026-04-06,2026-04-06T02:00:00+00:00,2026-03-27,21,30,False,False
ITM-004125,8970-11-575-2372,"Coffee, Instant, Case",Class I — Subsistence,168,168,0,CS,B,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2026-02-10,2026-02-10T19:00:00+00:00,,75,9999,True,False
ITM-004126,8970-95-522-3247,"Coffee, Instant, Case",Class I — Subsistence,68,68,0,CS,B,,ROUTINE,WHSE-A1,"Sgt Pham, D.",2026-04-24,2026-04-24T10:00:00+00:00,2026-04-23,3,3,False,False
ITM-004127,1330-34-019-6649,"M67 Frag, 4-grenade Pack",Class V — Ammunition,40,40,0,BX,A,,ARMS,ARM-102,"SSgt Reyes, J.",2026-04-15,2026-04-15T22:00:00+00:00,,11,9999,True,False
ITM-004128,8415-48-112-4106,"Helmet ECH, Large",Class II — Clothing & Individual Equip,79,81,2,EA,F,,ROUTINE,WHSE-B1,"SSgt Whitfield, T.",2025-06-07,2025-06-07T13:00:00+00:00,,323,9999,True,False
ITM-004129,5820-02-168-4284,AN/PRC-152A Handheld,Class VII — Major End Items,1,1,0,EA,B,USMC-5YH6J9T6,SENSITIVE,VBAY-02,"SSgt Whitfield, T.",2025-11-13,2025-11-13T21:00:00+00:00,2026-04-24,164,2,True,False
ITM-004130,8520-44-994-1074,"Hygiene Kit, Field, Case",Class VI — Personal Demand,15,13,0,KT,A,,ROUTINE,WHSE-B1,"Sgt Olufsen, K.",2025-09-02,2025-09-02T06:00:00+00:00,,237,9999,True,False
ITM-004131,8420-16-591-8739,"Helmet ECH, Large",Class II — Clothing & Individual Equip,13,11,0,EA,B,,SENSITIVE,WHSE-B1,"MSgt Quinones, V.",2026-04-16,2026-04-16T11:00:00+00:00,2026-04-22,11,4,False,False
ITM-004132,5855-98-613-3583,MTVR MK23 7-ton,Class VII — Major End Items,1,1,0,EA,C,USMC-PML5ERPY,SENSITIVE,ARM-103,"Cpl Kowalski, P.",2026-04-01,2026-04-01T11:00:00+00:00,2026-04-02,26,25,False,False
ITM-004133,6135-60-899-3891,PRC-117 Battery BB-2590,Class IX — Repair Parts,9,7,0,EA,A,,ROUTINE,VBAY-03,"GySgt Yelovich, M.",2025-05-11,2025-05-11T20:00:00+00:00,2026-04-25,350,2,True,False
ITM-004134,6510-58-618-1393,"CAT Tourniquet, Gen-7",Class VIII — Medical,139,139,0,EA,A,,SENSITIVE,MED-CAGE,"Cpl Kowalski, P.",2026-03-19,2026-03-19T03:00:00+00:00,2026-03-01,39,56,True,False
ITM-004135,2530-21-142-2786,JLTV Brake Caliper Assy,Class IX — Repair Parts,25,26,1,EA,A,,ROUTINE,WHSE-A2,"Sgt Olufsen, K.",2026-01-16,2026-01-16T22:00:00+00:00,,100,9999,True,False
ITM-004136,8910-90-140-0951,"MRE Case, Menu A",Class I — Subsistence,61,61,0,CS,A,,SENSITIVE,WHSE-A2,"Cpl Boudreau, A.",2026-03-01,2026-03-01T21:00:00+00:00,2026-04-23,56,4,True,False
ITM-004137,5660-06-228-0857,"Plywood 4x8, Sheet",Class IV — Construction,128,126,0,BD,B,USMC-PQ675GDC,CCI,WHSE-B2,"Sgt Alvarado, M.",2026-04-23,2026-04-23T12:00:00+00:00,2026-03-25,4,32,False,False
ITM-004138,2530-76-325-2389,M-ATV Hub Assembly,Class IX — Repair Parts,18,19,1,EA,A,,SENSITIVE,ARM-103,"Cpl Marin, L.",2026-02-15,2026-02-15T07:00:00+00:00,2026-04-27,71,0,True,False
ITM-004139,2530-53-332-9884,M-ATV Hub Assembly,Class IX — Repair Parts,19,19,0,EA,A,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-03-12,2026-03-12T09:00:00+00:00,,46,9999,False,False
ITM-004140,8910-18-593-4887,"Bottled Water, Pallet",Class I — Subsistence,182,180,0,CS,B,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2026-04-21,2026-04-21T13:00:00+00:00,,5,9999,False,False
ITM-004141,5610-32-978-8673,"Lumber 2x4x8, Bundle",Class IV — Construction,59,57,0,BD,C,,ROUTINE,WHSE-B2,"SSgt Whitfield, T.",2026-02-25,2026-02-25T17:00:00+00:00,,60,9999,False,False
ITM-004142,2540-73-387-3724,AN/VRC-103 Mount Kit,Class IX — Repair Parts,8,9,1,EA,B,,ROUTINE,WHSE-A2,"SSgt Whitfield, T.",2026-03-12,2026-03-12T23:00:00+00:00,2026-04-19,45,8,False,False
ITM-004143,2920-61-765-1483,PRC-117 Battery BB-2590,Class IX — Repair Parts,13,12,0,EA,A,,ROUTINE,WHSE-A2,"Cpl Marin, L.",2026-03-30,2026-03-30T00:00:00+00:00,2026-03-07,28,50,False,False
ITM-004144,5510-04-204-7083,"Plywood 4x8, Sheet",Class IV — Construction,126,128,2,BD,F,,ROUTINE,WHSE-B2,"Sgt Carrillo, R.",2026-03-14,2026-03-14T10:00:00+00:00,,44,9999,False,False
ITM-004145,8465-58-614-4068,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,64,62,0,EA,C,,ROUTINE,VBAY-01,"Cpl Diallo, S.",2026-04-05,2026-04-05T15:00:00+00:00,,21,9999,False,False
ITM-004146,1330-57-980-3267,"5.56 Ball M855, 200rd Can",Class V — Ammunition,18,23,5,BX,A,,ROUTINE,ARM-103,"MSgt Quinones, V.",2026-03-19,2026-03-19T05:00:00+00:00,2025-11-15,39,163,False,False
ITM-004147,2540-63-098-8463,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,18,16,0,EA,B,,SENSITIVE,MED-CAGE,"Cpl Boudreau, A.",2026-03-22,2026-03-22T15:00:00+00:00,,35,9999,True,False
ITM-004148,2920-92-212-8209,PRC-117 Battery BB-2590,Class IX — Repair Parts,17,17,0,EA,A,,ROUTINE,VBAY-03,"Cpl Henderson, B.",2026-01-01,2026-01-01T08:00:00+00:00,2026-03-04,116,54,True,False
ITM-004149,2530-86-266-4983,JLTV Brake Caliper Assy,Class IX — Repair Parts,6,4,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Marin, L.",2026-03-18,2026-03-18T10:00:00+00:00,2026-04-26,40,0,False,False
ITM-004150,2540-41-966-1336,PRC-117 Battery BB-2590,Class IX — Repair Parts,17,17,0,EA,F,,SENSITIVE,WHSE-A1,"Cpl Iwamoto, K.",2026-04-15,2026-04-15T02:00:00+00:00,2026-02-26,12,59,False,True
ITM-004151,8415-48-681-2744,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,111,110,0,EA,A,,SENSITIVE,WHSE-B2,"Cpl Diallo, S.",2026-04-18,2026-04-18T00:00:00+00:00,,9,9999,False,False
ITM-004152,6510-65-274-1597,"CAT Tourniquet, Gen-7",Class VIII — Medical,182,182,0,EA,A,,SENSITIVE,MED-CAGE,"Cpl Diallo, S.",2026-03-04,2026-03-04T01:00:00+00:00,2026-02-14,54,72,True,False
ITM-004153,2540-25-466-2357,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,22,22,0,EA,A,,SENSITIVE,WHSE-B1,"GySgt Underwood, R.",2026-04-10,2026-04-10T19:00:00+00:00,2026-03-26,16,32,False,False
ITM-004154,2530-37-644-5734,"Tire, MTVR, 16R20",Class IX — Repair Parts,17,17,0,EA,A,,ROUTINE,WHSE-A1,"Sgt Carrillo, R.",2026-03-09,2026-03-09T15:00:00+00:00,2026-04-20,48,7,False,False
ITM-004155,8470-88-573-4740,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,116,121,5,KT,B,,SENSITIVE,WHSE-B2,"Cpl Kowalski, P.",2026-03-02,2026-03-02T22:00:00+00:00,2026-04-12,55,15,True,False
ITM-004156,2920-71-386-4059,"MTVR Air Filter, Element",Class IX — Repair Parts,25,30,5,EA,A,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2026-04-01,2026-04-01T02:00:00+00:00,2026-03-31,26,27,False,False
ITM-004157,6545-03-143-8840,"CAT Tourniquet, Gen-7",Class VIII — Medical,99,97,0,EA,A,,SENSITIVE,MED-CAGE,"SSgt Whitfield, T.",2026-03-30,2026-03-30T19:00:00+00:00,2026-03-12,27,46,False,False
ITM-004158,9905-77-913-5854,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,191,189,0,KT,B,,ROUTINE,WHSE-B2,"Sgt Olufsen, K.",2025-12-28,2025-12-28T06:00:00+00:00,2026-03-22,120,35,True,False
ITM-004159,6515-05-504-1536,"TXA, 1g IV, Vial",Class VIII — Medical,32,34,2,EA,A,,SENSITIVE,MED-CAGE,"Sgt Carrillo, R.",2026-03-30,2026-03-30T05:00:00+00:00,2026-04-27,28,0,False,False
ITM-004160,2320-02-235-1631,MTVR MK23 7-ton,Class VII — Major End Items,1,0,0,EA,A,USMC-AY8R9J3F,SENSITIVE,ARM-103,"SSgt Reyes, J.",2026-03-24,2026-03-24T22:00:00+00:00,,33,9999,True,False
