event_id,timestamp,hour,lat,lon,signal_type,mac,oui,vendor,rssi,channel,pattern
RF-001347,2026-04-26T21:49:14+00:00,21,33.218691,-117.390579,BT,F4:F5:D8:57:1C:4D,F4:F5:D8,Google,-66,39,gathering_chow_hall
RF-002488,2026-04-26T15:30:04+00:00,15,33.222166,-117.389282,WiFi,94:65:2D:04:52:58,94:65:2D,OnePlus,-75,149,mobile_transit_road
RF-000620,2026-04-26T23:24:32+00:00,23,33.210647,-117.397131,BT,E0:CB:BC:FA:02:59,E0:CB:BC,Cisco-Meraki,-65,39,device_dwell_gate
RF-004781,2026-04-26T16:21:59+00:00,16,33.20952,-117.403852,WiFi,06:11:22:27:53:C0,06:11:22,Unknown,-85,48,ephemeral_perimeter_w
RF-003632,2026-04-26T14:12:33+00:00,14,33.214996,-117.3942,WiFi,E0:CB:BC:70:A7:2C,E0:CB:BC,Cisco-Meraki,-61,48,fixed_infra_offices
RF-004829,2026-04-26T21:51:21+00:00,21,33.210048,-117.402773,BT,02:00:00:34:88:0C,02:00:00,Unknown,-85,39,ephemeral_perimeter_w
RF-000637,2026-04-26T21:52:01+00:00,21,33.210544,-117.397061,BT,3C:22:FB:FF:FE:20,3C:22:FB,Apple,-71,37,device_dwell_gate
RF-001995,2026-04-26T11:56:11+00:00,11,33.218189,-117.390762,BT,F0:18:98:A9:7F:0F,F0:18:98,Apple,-80,38,gathering_chow_hall
RF-001711,2026-04-26T11:31:46+00:00,11,33.218193,-117.390984,BT,A0:9E:1A:7E:67:E3,A0:9E:1A,Polar,-75,38,gathering_chow_hall
RF-001869,2026-04-26T12:41:46+00:00,12,33.218601,-117.390569,WiFi,00:0B:7D:07:E2:64,00:0B:7D,Garmin,-54,1,gathering_chow_hall
RF-000549,2026-04-26T16:00:21+00:00,16,33.210543,-117.397386,BT,00:12:FB:E7:B3:37,00:12:FB,Samsung,-56,39,device_dwell_gate
RF-000686,2026-04-26T00:38:56+00:00,0,33.210529,-117.397219,BT,C0:91:34:85:42:2F,C0:91:34,Fitbit,-76,37,device_dwell_gate
RF-001039,2026-04-26T12:53:17+00:00,12,33.218285,-117.390454,BT,C0:91:34:89:11:C0,C0:91:34,Fitbit,-61,39,gathering_chow_hall
RF-002606,2026-04-26T16:02:27+00:00,16,33.2114,-117.395711,WiFi,D0:17:6A:7A:93:DD,D0:17:6A,Samsung,-85,48,mobile_transit_road
RF-004430,2026-04-26T18:20:25+00:00,18,33.212605,-117.396464,BT,F0:35:75:F8:0C:D7,F0:35:75,Estimote,-64,38,device_dwell_vehiclepark
RF-003882,2026-04-26T00:16:38+00:00,0,33.208168,-117.401379,WiFi,60:A4:23:AF:46:3D,60:A4:23,Bosch,-60,149,fixed_infra_motorpool
RF-003717,2026-04-26T14:26:38+00:00,14,33.207765,-117.401559,BT,00:08:54:E6:94:79,00:08:54,Continental,-68,38,fixed_infra_motorpool
RF-000860,2026-04-26T19:01:30+00:00,19,33.210705,-117.397391,BT,AC:67:B2:A7:25:AC,AC:67:B2,Espressif,-58,39,device_dwell_gate
RF-003780,2026-04-26T12:35:04+00:00,12,33.207697,-117.401018,WiFi,AC:23:3F:90:45:AC,AC:23:3F,BlueCharm,-74,44,fixed_infra_motorpool
RF-003279,2026-04-26T10:05:34+00:00,10,33.215018,-117.394223,WiFi,00:0C:14:62:15:E4,00:0C:14,Cisco,-54,157,fixed_infra_offices
RF-004706,2026-04-26T19:42:13+00:00,19,33.21254,-117.390575,BT,AC:67:B2:43:50:AE,AC:67:B2,Espressif,-87,39,ephemeral_perimeter
RF-000302,2026-04-26T03:33:48+00:00,3,33.210646,-117.397294,BT,AC:67:B2:51:D7:90,AC:67:B2,Espressif,-72,37,device_dwell_gate
RF-001743,2026-04-26T06:20:22+00:00,6,33.218057,-117.390532,WiFi,A0:9E:1A:7E:30:87,A0:9E:1A,Polar,-82,149,gathering_chow_hall
RF-003455,2026-04-26T09:02:13+00:00,9,33.215137,-117.393861,WiFi,00:0C:14:1A:7C:8D,00:0C:14,Cisco,-69,1,fixed_infra_offices
RF-002499,2026-04-26T08:20:54+00:00,8,33.218204,-117.39133,WiFi,D0:17:6A:CF:11:35,D0:17:6A,Samsung,-85,157,mobile_transit_road
RF-004000,2026-04-26T14:39:51+00:00,14,33.208082,-117.401114,BT,00:08:54:96:74:7C,00:08:54,Continental,-69,39,fixed_infra_motorpool
RF-001934,2026-04-26T12:25:30+00:00,12,33.21867,-117.390682,WiFi,A0:9E:1A:AE:48:B5,A0:9E:1A,Polar,-57,44,gathering_chow_hall
RF-002278,2026-04-26T16:44:56+00:00,16,33.223545,-117.38932,BT,94:65:2D:FD:5C:45,94:65:2D,OnePlus,-87,37,mobile_transit_road
RF-002678,2026-04-26T15:02:47+00:00,15,33.219862,-117.391146,WiFi,94:65:2D:06:AB:84,94:65:2D,OnePlus,-75,11,mobile_transit_road
RF-004040,2026-04-26T12:03:53+00:00,12,33.207814,-117.401032,WiFi,AC:67:B2:65:34:22,AC:67:B2,Espressif,-77,11,fixed_infra_motorpool
RF-000427,2026-04-26T04:13:45+00:00,4,33.21053,-117.397274,WiFi,14:7D:DA:29:A2:57,14:7D:DA,Google,-57,1,device_dwell_gate
RF-000133,2026-04-26T11:49:58+00:00,11,33.21046,-117.397288,BT,E0:CB:BC:C4:62:C2,E0:CB:BC,Cisco-Meraki,-70,38,device_dwell_gate
RF-004995,2026-04-26T14:34:53+00:00,14,33.210069,-117.402699,WiFi,06:11:22:3A:69:23,06:11:22,Unknown,-94,44,ephemeral_perimeter_w
RF-004704,2026-04-26T21:38:55+00:00,21,33.21317,-117.391081,BT,00:1E:10:58:52:63,00:1E:10,Huawei,-89,39,ephemeral_perimeter
RF-000167,2026-04-26T21:29:49+00:00,21,33.210725,-117.397107,BT,3C:22:FB:D4:54:E5,3C:22:FB,Apple,-64,37,device_dwell_gate
RF-000038,2026-04-26T23:43:01+00:00,23,33.210824,-117.397078,WiFi,78:25:AD:FB:3A:74,78:25:AD,Samsung,-55,1,device_dwell_gate
RF-000377,2026-04-26T02:35:21+00:00,2,33.210644,-117.397416,WiFi,AC:67:B2:0D:0E:D4,AC:67:B2,Espressif,-64,48,device_dwell_gate
RF-003701,2026-04-26T16:43:43+00:00,16,33.207777,-117.401134,BT,00:08:54:38:57:E5,00:08:54,Continental,-84,37,fixed_infra_motorpool
RF-004309,2026-04-26T12:26:28+00:00,12,33.212844,-117.396066,WiFi,F4:B8:5E:50:58:10,F4:B8:5E,Kontakt-io,-59,6,device_dwell_vehiclepark
RF-001002,2026-04-26T11:14:46+00:00,11,33.218418,-117.390558,WiFi,94:65:2D:D5:82:9E,94:65:2D,OnePlus,-50,40,gathering_chow_hall
RF-000502,2026-04-26T19:47:30+00:00,19,33.210562,-117.397546,WiFi,E0:CB:BC:7D:15:84,E0:CB:BC,Cisco-Meraki,-69,36,device_dwell_gate
RF-002244,2026-04-26T18:03:28+00:00,18,33.208811,-117.3969,BT,F8:A4:5F:A8:54:70,F8:A4:5F,Xiaomi,-68,37,mobile_transit_road
RF-004698,2026-04-26T18:14:59+00:00,18,33.212917,-117.390747,WiFi,00:1E:10:D2:0C:9E,00:1E:10,Huawei,-87,40,ephemeral_perimeter
RF-003083,2026-04-26T10:30:54+00:00,10,33.215121,-117.394432,WiFi,F8:E4:FB:3E:A5:CA,F8:E4:FB,Microsoft,-70,1,fixed_infra_offices
RF-003728,2026-04-26T01:56:46+00:00,1,33.208104,-117.401166,BT,00:17:E9:09:51:7E,00:17:E9,TexasInstr,-71,38,fixed_infra_motorpool
RF-000684,2026-04-26T20:45:41+00:00,20,33.210748,-117.397389,BT,78:25:AD:B2:3C:78,78:25:AD,Samsung,-57,39,device_dwell_gate
RF-004777,2026-04-26T17:43:46+00:00,17,33.209954,-117.402401,WiFi,02:00:00:1C:BF:97,02:00:00,Unknown,-90,11,ephemeral_perimeter_w
RF-000168,2026-04-26T11:50:02+00:00,11,33.210698,-117.397275,BT,A8:96:75:6A:90:8E,A8:96:75,Apple,-66,39,device_dwell_gate
RF-000475,2026-04-26T10:37:12+00:00,10,33.210405,-117.397451,BT,F4:F5:D8:08:0D:52,F4:F5:D8,Google,-75,39,device_dwell_gate
RF-001853,2026-04-26T18:55:35+00:00,18,33.218883,-117.390493,BT,00:0B:7D:E1:84:3C,00:0B:7D,Garmin,-82,37,gathering_chow_hall
RF-001374,2026-04-26T13:12:18+00:00,13,33.218249,-117.39087,BT,A0:9E:1A:6F:A6:21,A0:9E:1A,Polar,-57,38,gathering_chow_hall
RF-003080,2026-04-26T14:18:23+00:00,14,33.215332,-117.394123,WiFi,E0:CB:BC:8C:89:05,E0:CB:BC,Cisco-Meraki,-70,1,fixed_infra_offices
RF-001702,2026-04-26T12:51:30+00:00,12,33.218651,-117.39053,BT,00:0B:7D:21:04:86,00:0B:7D,Garmin,-66,39,gathering_chow_hall
RF-001391,2026-04-26T15:06:56+00:00,15,33.218184,-117.390381,BT,F4:F5:D8:EF:99:14,F4:F5:D8,Google,-52,39,gathering_chow_hall
RF-002059,2026-04-26T18:13:45+00:00,18,33.206191,-117.399064,WiFi,94:65:2D:4B:25:05,94:65:2D,OnePlus,-86,36,mobile_transit_road
RF-002238,2026-04-26T09:04:45+00:00,9,33.205847,-117.399589,BT,94:65:2D:19:C1:8E,94:65:2D,OnePlus,-87,38,mobile_transit_road
RF-000849,2026-04-26T10:58:50+00:00,10,33.210434,-117.39739,BT,00:12:FB:07:FD:7B,00:12:FB,Samsung,-61,38,device_dwell_gate
RF-001622,2026-04-26T11:04:02+00:00,11,33.218697,-117.39071,BT,F0:18:98:4F:3E:28,F0:18:98,Apple,-53,37,gathering_chow_hall
RF-000393,2026-04-26T15:29:10+00:00,15,33.210619,-117.397304,WiFi,F4:F5:D8:46:B2:17,F4:F5:D8,Google,-67,157,device_dwell_gate
RF-000143,2026-04-26T10:46:40+00:00,10,33.210688,-117.397345,WiFi,A8:96:75:18:D9:B8,A8:96:75,Apple,-59,36,device_dwell_gate
RF-004534,2026-04-26T18:34:43+00:00,18,33.212373,-117.390282,BT,02:00:00:DD:C1:48,02:00:00,Unknown,-89,37,ephemeral_perimeter
RF-000500,2026-04-26T21:47:20+00:00,21,33.210413,-117.397232,BT,F0:35:75:16:0C:29,F0:35:75,Estimote,-56,38,device_dwell_gate
RF-000685,2026-04-26T21:32:31+00:00,21,33.210662,-117.397168,WiFi,F0:35:75:AF:80:89,F0:35:75,Estimote,-70,1,device_dwell_gate
RF-004735,2026-04-26T12:55:08+00:00,12,33.213544,-117.390003,WiFi,06:11:22:B5:B8:BD,06:11:22,Unknown,-88,40,ephemeral_perimeter
RF-003308,2026-04-26T07:41:36+00:00,7,33.215137,-117.393572,WiFi,00:0C:14:38:79:1B,00:0C:14,Cisco,-53,1,fixed_infra_offices
RF-002142,2026-04-26T20:38:07+00:00,20,33.206611,-117.398015,BT,F8:A4:5F:11:E6:5F,F8:A4:5F,Xiaomi,-87,38,mobile_transit_road
RF-000972,2026-04-26T20:21:35+00:00,20,33.218731,-117.390358,BT,D0:17:6A:A5:31:1C,D0:17:6A,Samsung,-64,37,gathering_chow_hall
RF-002868,2026-04-26T17:40:45+00:00,17,33.220223,-117.390559,WiFi,A8:96:75:93:3B:4D,A8:96:75,Apple,-78,40,mobile_transit_road
RF-002294,2026-04-26T08:49:05+00:00,8,33.219617,-117.390989,WiFi,00:1E:10:96:72:81,00:1E:10,Huawei,-91,44,mobile_transit_road
RF-003087,2026-04-26T10:26:18+00:00,10,33.215785,-117.393846,WiFi,DC:FB:48:AF:5D:94,DC:FB:48,IntelCorp,-49,157,fixed_infra_offices
RF-004917,2026-04-26T01:40:37+00:00,1,33.209597,-117.402952,WiFi,06:11:22:FC:60:33,06:11:22,Unknown,-88,157,ephemeral_perimeter_w
RF-001058,2026-04-26T14:54:13+00:00,14,33.21868,-117.390421,BT,C0:91:34:B7:8C:2F,C0:91:34,Fitbit,-81,37,gathering_chow_hall
RF-004612,2026-04-26T07:15:19+00:00,7,33.213126,-117.390336,WiFi,00:1E:10:E2:35:47,00:1E:10,Huawei,-93,44,ephemeral_perimeter
RF-000197,2026-04-26T11:23:03+00:00,11,33.210712,-117.397422,BT,AC:67:B2:43:64:20,AC:67:B2,Espressif,-65,37,device_dwell_gate
RF-003187,2026-04-26T11:07:52+00:00,11,33.214641,-117.39421,WiFi,DC:FB:48:11:9C:09,DC:FB:48,IntelCorp,-46,11,fixed_infra_offices
RF-000128,2026-04-26T23:12:12+00:00,23,33.210657,-117.397134,WiFi,A8:96:75:86:1C:DE,A8:96:75,Apple,-78,6,device_dwell_gate
RF-001052,2026-04-26T21:04:48+00:00,21,33.21889,-117.39029,BT,D0:17:6A:3F:FA:AA,D0:17:6A,Samsung,-66,38,gathering_chow_hall
RF-003338,2026-04-26T06:41:49+00:00,6,33.215394,-117.394363,WiFi,DC:FB:48:9B:D4:84,DC:FB:48,IntelCorp,-49,44,fixed_infra_offices
RF-000226,2026-04-26T04:24:08+00:00,4,33.210753,-117.39748,BT,F4:F5:D8:AE:68:F5,F4:F5:D8,Google,-73,38,device_dwell_gate
RF-004010,2026-04-26T00:20:37+00:00,0,33.207648,-117.401073,BT,AC:23:3F:B1:2F:9D,AC:23:3F,BlueCharm,-79,39,fixed_infra_motorpool
RF-001481,2026-04-26T15:50:01+00:00,15,33.21887,-117.390633,BT,C0:91:34:3D:FC:3B,C0:91:34,Fitbit,-59,38,gathering_chow_hall
RF-002120,2026-04-26T13:04:31+00:00,13,33.208516,-117.397147,BT,F8:A4:5F:2D:63:5B,F8:A4:5F,Xiaomi,-65,38,mobile_transit_road
RF-003868,2026-04-26T00:28:41+00:00,0,33.207889,-117.401196,BT,00:08:54:F5:0D:F8,00:08:54,Continental,-62,39,fixed_infra_motorpool
RF-000272,2026-04-26T15:57:50+00:00,15,33.210605,-117.397345,BT,C0:91:34:13:3D:2D,C0:91:34,Fitbit,-60,39,device_dwell_gate
RF-001984,2026-04-26T13:06:34+00:00,13,33.218767,-117.390737,WiFi,D0:17:6A:E4:23:F0,D0:17:6A,Samsung,-66,36,gathering_chow_hall
RF-003007,2026-04-26T09:04:19+00:00,9,33.215445,-117.39412,BT,94:B4:0F:F0:93:C8,94:B4:0F,Aruba,-48,38,fixed_infra_offices
RF-004519,2026-04-26T18:26:19+00:00,18,33.213369,-117.389692,BT,00:1E:10:65:F7:D7,00:1E:10,Huawei,-85,39,ephemeral_perimeter
RF-000966,2026-04-26T18:57:03+00:00,18,33.218642,-117.390608,BT,F8:A4:5F:FF:11:D8,F8:A4:5F,Xiaomi,-69,39,gathering_chow_hall
RF-000493,2026-04-26T03:30:44+00:00,3,33.210589,-117.397404,BT,E0:CB:BC:81:87:89,E0:CB:BC,Cisco-Meraki,-57,39,device_dwell_gate
RF-000290,2026-04-26T05:15:01+00:00,5,33.210561,-117.397255,WiFi,D0:17:6A:2C:84:CA,D0:17:6A,Samsung,-71,36,device_dwell_gate
RF-001223,2026-04-26T18:02:43+00:00,18,33.218615,-117.39062,BT,94:65:2D:59:CE:BC,94:65:2D,OnePlus,-53,39,gathering_chow_hall
RF-004621,2026-04-26T21:16:51+00:00,21,33.213759,-117.389536,WiFi,06:11:22:E7:10:3E,06:11:22,Unknown,-93,40,ephemeral_perimeter
RF-002154,2026-04-26T14:13:59+00:00,14,33.211779,-117.395158,WiFi,F8:A4:5F:9B:E4:1F,F8:A4:5F,Xiaomi,-83,40,mobile_transit_road
RF-003589,2026-04-26T10:01:33+00:00,10,33.215335,-117.394107,WiFi,E0:CB:BC:CB:52:C0,E0:CB:BC,Cisco-Meraki,-65,44,fixed_infra_offices
RF-000801,2026-04-26T10:58:56+00:00,10,33.210729,-117.397272,WiFi,D0:17:6A:E1:6C:0B,D0:17:6A,Samsung,-59,36,device_dwell_gate
RF-004811,2026-04-26T00:03:20+00:00,0,33.209228,-117.403114,WiFi,06:11:22:68:8B:A9,06:11:22,Unknown,-82,6,ephemeral_perimeter_w
RF-002264,2026-04-26T16:47:32+00:00,16,33.217271,-117.392746,WiFi,F8:A4:5F:F3:FC:57,F8:A4:5F,Xiaomi,-68,11,mobile_transit_road
RF-000692,2026-04-26T02:05:38+00:00,2,33.210894,-117.397351,WiFi,D0:17:6A:13:36:73,D0:17:6A,Samsung,-71,11,device_dwell_gate
RF-000897,2026-04-26T03:11:47+00:00,3,33.21079,-117.397413,BT,A8:96:75:4A:28:FD,A8:96:75,Apple,-59,39,device_dwell_gate
RF-004566,2026-04-26T05:06:22+00:00,5,33.212822,-117.390152,WiFi,AC:67:B2:6A:11:AE,AC:67:B2,Espressif,-85,44,ephemeral_perimeter
RF-001095,2026-04-26T11:59:29+00:00,11,33.218431,-117.390746,BT,C0:91:34:38:0A:49,C0:91:34,Fitbit,-81,38,gathering_chow_hall
RF-004899,2026-04-26T21:07:16+00:00,21,33.209101,-117.402962,BT,02:00:00:AB:BF:04,02:00:00,Unknown,-82,38,ephemeral_perimeter_w
RF-001395,2026-04-26T18:59:36+00:00,18,33.218408,-117.39034,BT,F8:A4:5F:6D:8E:06,F8:A4:5F,Xiaomi,-66,38,gathering_chow_hall
RF-002223,2026-04-26T18:56:51+00:00,18,33.222816,-117.388794,WiFi,F8:A4:5F:01:A9:B0,F8:A4:5F,Xiaomi,-66,44,mobile_transit_road
RF-000277,2026-04-26T17:59:30+00:00,17,33.21076,-117.397129,BT,3C:22:FB:15:56:85,3C:22:FB,Apple,-65,39,device_dwell_gate
RF-001145,2026-04-26T12:33:30+00:00,12,33.218326,-117.390234,BT,C0:91:34:68:69:3D,C0:91:34,Fitbit,-66,38,gathering_chow_hall
RF-001219,2026-04-26T13:09:33+00:00,13,33.218431,-117.39025,WiFi,A0:9E:1A:BB:33:CC,A0:9E:1A,Polar,-66,149,gathering_chow_hall
RF-001944,2026-04-26T08:57:15+00:00,8,33.218402,-117.390412,BT,3C:22:FB:42:CC:F9,3C:22:FB,Apple,-73,38,gathering_chow_hall
RF-002487,2026-04-26T06:37:51+00:00,6,33.208304,-117.397746,WiFi,00:1E:10:29:AF:4C,00:1E:10,Huawei,-88,44,mobile_transit_road
RF-001324,2026-04-26T11:44:03+00:00,11,33.218513,-117.390353,BT,94:65:2D:F0:23:95,94:65:2D,OnePlus,-78,39,gathering_chow_hall
RF-004365,2026-04-26T11:47:09+00:00,11,33.212811,-117.396232,WiFi,F4:B8:5E:48:0E:64,F4:B8:5E,Kontakt-io,-62,36,device_dwell_vehiclepark
RF-001366,2026-04-26T11:38:43+00:00,11,33.218371,-117.39076,BT,A0:9E:1A:7D:8D:F6,A0:9E:1A,Polar,-81,39,gathering_chow_hall
RF-003425,2026-04-26T19:33:41+00:00,19,33.215413,-117.393705,BT,F8:E4:FB:78:96:4E,F8:E4:FB,Microsoft,-47,37,fixed_infra_offices
RF-001476,2026-04-26T14:55:06+00:00,14,33.21851,-117.390736,WiFi,94:65:2D:3A:66:3D,94:65:2D,OnePlus,-70,6,gathering_chow_hall
RF-002453,2026-04-26T06:51:24+00:00,6,33.205893,-117.399576,WiFi,00:1E:10:72:CB:98,00:1E:10,Huawei,-87,11,mobile_transit_road
RF-000112,2026-04-26T12:43:09+00:00,12,33.210524,-117.397393,BT,AC:67:B2:B9:0D:C0,AC:67:B2,Espressif,-76,39,device_dwell_gate
RF-003821,2026-04-26T13:11:56+00:00,13,33.207538,-117.401472,BT,00:08:54:B8:A1:2C,00:08:54,Continental,-65,39,fixed_infra_motorpool
RF-003331,2026-04-26T12:53:06+00:00,12,33.215203,-117.394308,WiFi,94:F6:65:D9:35:04,94:F6:65,Ruckus,-69,11,fixed_infra_offices
RF-000392,2026-04-26T02:18:08+00:00,2,33.210615,-117.397042,BT,3C:22:FB:62:40:F2,3C:22:FB,Apple,-76,38,device_dwell_gate
RF-002004,2026-04-26T18:50:03+00:00,18,33.213178,-117.39415,BT,00:1E:10:50:B7:75,00:1E:10,Huawei,-91,38,mobile_transit_road
RF-000750,2026-04-26T04:47:53+00:00,4,33.210326,-117.397509,WiFi,AC:67:B2:38:62:2C,AC:67:B2,Espressif,-55,1,device_dwell_gate
RF-002514,2026-04-26T08:10:35+00:00,8,33.217857,-117.392678,WiFi,00:1E:10:97:FD:F8,00:1E:10,Huawei,-67,40,mobile_transit_road
RF-001990,2026-04-26T16:05:16+00:00,16,33.218508,-117.390697,BT,F8:A4:5F:05:0D:FF,F8:A4:5F,Xiaomi,-79,39,gathering_chow_hall
RF-000059,2026-04-26T11:31:50+00:00,11,33.210736,-117.396912,BT,C0:91:34:88:4D:BB,C0:91:34,Fitbit,-60,38,device_dwell_gate
RF-000156,2026-04-26T09:17:35+00:00,9,33.210698,-117.397194,BT,F4:F5:D8:46:AB:98,F4:F5:D8,Google,-70,37,device_dwell_gate
RF-000999,2026-04-26T17:58:38+00:00,17,33.218261,-117.390446,WiFi,00:0B:7D:E5:DE:1A,00:0B:7D,Garmin,-72,149,gathering_chow_hall
RF-000421,2026-04-26T02:53:36+00:00,2,33.210602,-117.397193,BT,C0:91:34:B4:E6:38,C0:91:34,Fitbit,-60,38,device_dwell_gate
RF-000320,2026-04-26T06:00:50+00:00,6,33.210566,-117.39724,WiFi,E0:CB:BC:09:B2:B8,E0:CB:BC,Cisco-Meraki,-62,149,device_dwell_gate
RF-001776,2026-04-26T18:45:19+00:00,18,33.218508,-117.390335,BT,A8:96:75:DB:AC:76,A8:96:75,Apple,-58,39,gathering_chow_hall
RF-004370,2026-04-26T10:16:29+00:00,10,33.213101,-117.396137,BT,AC:23:3F:25:41:82,AC:23:3F,BlueCharm,-66,39,device_dwell_vehiclepark
RF-002166,2026-04-26T15:23:21+00:00,15,33.219388,-117.390703,WiFi,94:65:2D:34:D6:3A,94:65:2D,OnePlus,-91,6,mobile_transit_road
RF-000314,2026-04-26T22:45:51+00:00,22,33.210729,-117.397341,WiFi,A8:96:75:AD:FD:E9,A8:96:75,Apple,-71,48,device_dwell_gate
RF-003760,2026-04-26T13:40:08+00:00,13,33.20781,-117.401255,WiFi,F4:B8:5E:0A:1C:C8,F4:B8:5E,Kontakt-io,-77,44,fixed_infra_motorpool
RF-004962,2026-04-26T13:18:35+00:00,13,33.208818,-117.403006,WiFi,AC:67:B2:3E:47:6E,AC:67:B2,Espressif,-87,1,ephemeral_perimeter_w
RF-000599,2026-04-26T04:39:01+00:00,4,33.210681,-117.397471,BT,C0:91:34:8D:F4:70,C0:91:34,Fitbit,-56,37,device_dwell_gate
RF-002618,2026-04-26T17:50:59+00:00,17,33.215149,-117.393205,BT,00:1E:10:49:08:8F,00:1E:10,Huawei,-69,37,mobile_transit_road
RF-002171,2026-04-26T06:15:21+00:00,6,33.218147,-117.391831,WiFi,A8:96:75:CD:72:F3,A8:96:75,Apple,-78,36,mobile_transit_road
RF-004746,2026-04-26T17:30:22+00:00,17,33.212469,-117.389842,WiFi,AC:67:B2:37:16:3E,AC:67:B2,Espressif,-88,1,ephemeral_perimeter
RF-001287,2026-04-26T12:24:00+00:00,12,33.218616,-117.390858,BT,A8:96:75:2C:E0:5F,A8:96:75,Apple,-54,37,gathering_chow_hall
RF-003797,2026-04-26T10:53:37+00:00,10,33.208128,-117.401009,WiFi,F4:B8:5E:74:8F:93,F4:B8:5E,Kontakt-io,-76,6,fixed_infra_motorpool
RF-003985,2026-04-26T10:49:05+00:00,10,33.208103,-117.401105,WiFi,F4:B8:5E:FA:B0:4F,F4:B8:5E,Kontakt-io,-86,48,fixed_infra_motorpool
RF-004883,2026-04-26T06:06:53+00:00,6,33.208966,-117.402037,WiFi,06:11:22:32:31:6B,06:11:22,Unknown,-81,6,ephemeral_perimeter_w
RF-003108,2026-04-26T10:41:19+00:00,10,33.214991,-117.393781,WiFi,00:0C:14:E6:FB:C2,00:0C:14,Cisco,-48,149,fixed_infra_offices
RF-003102,2026-04-26T08:10:42+00:00,8,33.215051,-117.394305,WiFi,94:B4:0F:51:81:83,94:B4:0F,Aruba,-68,149,fixed_infra_offices
RF-003458,2026-04-26T09:08:33+00:00,9,33.215675,-117.394206,WiFi,94:B4:0F:FF:54:A4,94:B4:0F,Aruba,-66,48,fixed_infra_offices
RF-001579,2026-04-26T14:20:06+00:00,14,33.218465,-117.391081,WiFi,94:65:2D:47:90:D9,94:65:2D,OnePlus,-60,44,gathering_chow_hall
RF-001090,2026-04-26T09:35:32+00:00,9,33.218399,-117.390532,BT,C0:91:34:F9:6A:6E,C0:91:34,Fitbit,-54,38,gathering_chow_hall
RF-002150,2026-04-26T19:28:52+00:00,19,33.206531,-117.398823,BT,78:25:AD:2E:6F:44,78:25:AD,Samsung,-81,37,mobile_transit_road
RF-004274,2026-04-26T05:36:46+00:00,5,33.212889,-117.396249,BT,F4:B8:5E:DC:C5:23,F4:B8:5E,Kontakt-io,-77,39,device_dwell_vehiclepark
RF-001570,2026-04-26T21:40:47+00:00,21,33.21825,-117.390722,BT,D0:17:6A:02:44:E2,D0:17:6A,Samsung,-66,39,gathering_chow_hall
RF-004307,2026-04-26T17:37:11+00:00,17,33.212774,-117.396161,WiFi,AC:23:3F:55:F3:5E,AC:23:3F,BlueCharm,-67,44,device_dwell_vehiclepark
RF-001506,2026-04-26T12:39:10+00:00,12,33.218267,-117.390503,WiFi,A0:9E:1A:F8:04:A1,A0:9E:1A,Polar,-81,48,gathering_chow_hall
RF-004042,2026-04-26T17:06:33+00:00,17,33.207557,-117.401621,BT,60:A4:23:D5:78:5E,60:A4:23,Bosch,-60,37,fixed_infra_motorpool
RF-000397,2026-04-26T12:56:55+00:00,12,33.210418,-117.397303,WiFi,C0:91:34:EE:57:EC,C0:91:34,Fitbit,-74,6,device_dwell_gate
RF-004696,2026-04-26T19:08:10+00:00,19,33.212456,-117.389963,WiFi,AC:67:B2:F1:A0:F0,AC:67:B2,Espressif,-82,1,ephemeral_perimeter
RF-002578,2026-04-26T06:44:02+00:00,6,33.211861,-117.396143,WiFi,D0:17:6A:F0:53:69,D0:17:6A,Samsung,-83,157,mobile_transit_road
RF-003667,2026-04-26T15:23:33+00:00,15,33.207816,-117.400989,WiFi,60:A4:23:A9:59:F8,60:A4:23,Bosch,-81,6,fixed_infra_motorpool
RF-000151,2026-04-26T16:46:34+00:00,16,33.210581,-117.397383,WiFi,F0:35:75:DB:AD:BB,F0:35:75,Estimote,-58,36,device_dwell_gate
RF-002876,2026-04-26T07:35:00+00:00,7,33.208032,-117.397431,WiFi,94:65:2D:5D:01:29,94:65:2D,OnePlus,-77,11,mobile_transit_road
RF-002660,2026-04-26T19:08:09+00:00,19,33.211422,-117.395779,WiFi,00:12:FB:22:22:39,00:12:FB,Samsung,-67,149,mobile_transit_road
RF-000824,2026-04-26T08:12:08+00:00,8,33.210571,-117.397495,WiFi,00:12:FB:71:2D:06,00:12:FB,Samsung,-72,1,device_dwell_gate
RF-001752,2026-04-26T18:09:31+00:00,18,33.218673,-117.390306,WiFi,C0:91:34:C3:4B:4D,C0:91:34,Fitbit,-65,149,gathering_chow_hall
RF-002409,2026-04-26T14:25:06+00:00,14,33.218653,-117.391203,BT,00:1E:10:5A:6D:E2,00:1E:10,Huawei,-71,39,mobile_transit_road
RF-003165,2026-04-26T11:22:24+00:00,11,33.214948,-117.393486,WiFi,F8:E4:FB:C5:62:61,F8:E4:FB,Microsoft,-51,44,fixed_infra_offices
RF-004406,2026-04-26T05:35:32+00:00,5,33.212701,-117.396462,WiFi,AC:23:3F:0F:F4:20,AC:23:3F,BlueCharm,-64,36,device_dwell_vehiclepark
RF-004709,2026-04-26T01:36:52+00:00,1,33.2134,-117.389527,WiFi,AC:67:B2:5D:29:48,AC:67:B2,Espressif,-84,11,ephemeral_perimeter
