item_id,nsn,nomenclature,fsc,qty_on_hand,qty_required,shortage,condition_code,location_id,responsible_marine,last_inventoried_date,days_since_inventory,unit_price_usd
ITM-1004424,4720-01-329-4512,Coolant hose (MTVR engine),4720,45,27,0,F,WHSE-A1-ALB,"MSgt Quinones, V.",2026-03-27,31,38
ITM-1004425,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,8,12,4,A,WHSE-A1-BAR,"Cpl Diallo, S.",2026-04-11,16,28500
ITM-1004426,2935-01-510-9923,"Fuel control, MV-22 engine",2935,21,10,0,B,WHSE-A1-BAR,"SSgt Whitfield, T.",2026-02-22,64,12400
ITM-1004427,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,14,7,0,A,WHSE-B1-ALB,"SSgt Whitfield, T.",2026-04-12,15,240
ITM-1004428,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,95,47,0,B,VBAY-01-BAR,"MSgt Quinones, V.",2026-02-21,65,2
ITM-1004429,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,62,33,0,B,BIC-WHSE-1,"Sgt Carrillo, R.",2026-02-17,69,3
ITM-1004430,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,43,54,11,B,BIC-WHSE-1,"GySgt Underwood, R.",2026-04-15,12,138
ITM-1004431,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,71,45,0,A,WHSE-B1-ALB,"Cpl Boudreau, A.",2026-03-17,41,84
ITM-1004432,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,75,43,0,H,BIC-WHSE-1,"Cpl Henderson, B.",2026-03-05,53,690
ITM-1004433,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,24,30,6,A,WHSE-A1-BAR,"GySgt Underwood, R.",2026-03-16,42,540
ITM-1004434,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,7,11,4,A,VBAY-01-BAR,"Cpl Diallo, S.",2026-02-20,66,2400
ITM-1004435,1240-01-602-7715,"Optical sight assembly, M1A1",1240,8,7,0,A,WHSE-A1-BAR,"Cpl Iwamoto, K.",2026-04-06,21,18500
ITM-1004436,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,66,33,0,A,BIC-CAGE-A,"Cpl Henderson, B.",2026-04-25,2,410
ITM-1004437,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,112,56,0,A,BIC-WHSE-1,"Cpl Diallo, S.",2026-04-24,3,220
ITM-1004438,5965-01-411-7783,Intercom headset H-250/U,5965,61,30,0,F,WHSE-A2-ALB,"SSgt Whitfield, T.",2026-03-26,32,165
ITM-1004439,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,50,50,0,A,VBAY-01-BAR,"Sgt Pham, D.",2026-02-26,60,26
ITM-1004440,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,20,10,0,B,WHSE-A1-BAR,"Cpl Iwamoto, K.",2026-03-12,46,47800
ITM-1004441,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,21,10,0,A,BIC-WHSE-2,"SSgt Whitfield, T.",2026-02-12,74,8900
ITM-1004442,5340-01-122-4419,"Bracket, armor liner",5340,63,60,0,B,BIC-CAGE-A,"Sgt Alvarado, M.",2026-02-28,58,95
ITM-1004443,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,14,9,0,C,WHSE-A1-BAR,"SSgt Reyes, J.",2026-04-03,24,1180
ITM-1004444,2540-01-572-3041,"Seat, armored crew (driver)",2540,38,31,0,A,WHSE-B1-ALB,"Cpl Boudreau, A.",2026-03-12,46,2240
ITM-1004445,6130-01-651-1182,"Power distribution unit, vehicle",6130,85,52,0,C,WHSE-A1-BAR,"Cpl Boudreau, A.",2026-02-06,80,1410
ITM-1004446,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,88,44,0,A,WHSE-B1-ALB,"Cpl Diallo, S.",2026-03-21,37,387
ITM-1004447,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,67,58,0,C,VBAY-01-BAR,"MSgt Quinones, V.",2026-03-30,28,512
ITM-1004448,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,17,8,0,A,VBAY-01-BAR,"Sgt Pham, D.",2026-03-06,52,622
ITM-1004449,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,18,9,0,H,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-02-12,74,745
ITM-1004450,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,15,13,0,B,WHSE-A1-BAR,"MSgt Quinones, V.",2026-03-02,56,4280
ITM-1004451,2530-01-621-3107,Brake rotor (MTVR),2530,91,45,0,H,WHSE-C1-ALB,"Cpl Iwamoto, K.",2026-03-04,54,215
ITM-1004452,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,13,23,10,A,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-03-18,40,320
ITM-1004453,2530-01-356-7711,Power steering pump (MTVR),2530,41,55,14,A,WHSE-B1-ALB,"GySgt Underwood, R.",2026-04-16,11,1180
ITM-1004454,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,84,47,0,B,WHSE-A1-ALB,"Cpl Henderson, B.",2026-04-10,17,175
ITM-1004455,2520-01-528-3166,Torque converter (JLTV),2520,34,17,0,A,WHSE-A1-ALB,"GySgt Underwood, R.",2026-04-21,6,2900
ITM-1004456,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,17,9,0,A,WHSE-C1-ALB,"Cpl Boudreau, A.",2026-03-04,54,3450
ITM-1004457,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,83,41,0,A,VBAY-01-BAR,"SSgt Reyes, J.",2026-03-14,44,410
ITM-1004458,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,25,59,34,A,BIC-CAGE-A,"MSgt Quinones, V.",2026-03-09,49,605
ITM-1004459,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,72,36,0,A,WHSE-B2-BAR,"Cpl Boudreau, A.",2026-03-21,37,24
ITM-1004460,2940-01-413-1984,Engine air filter element (HMMWV),2940,55,27,0,B,BIC-WHSE-2,"SSgt Whitfield, T.",2026-04-01,26,58
ITM-1004461,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,72,52,0,A,BIC-CAGE-A,"Sgt Alvarado, M.",2026-02-10,76,47
ITM-1004462,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,86,44,0,A,WHSE-B2-BAR,"SSgt Reyes, J.",2026-02-27,59,95
ITM-1004463,4720-01-329-4512,Coolant hose (MTVR engine),4720,99,59,0,B,WHSE-A1-ALB,"MSgt Quinones, V.",2026-04-24,3,38
ITM-1004464,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,13,14,1,B,VBAY-01-BAR,"GySgt Underwood, R.",2026-04-16,11,28500
ITM-1004465,2935-01-510-9923,"Fuel control, MV-22 engine",2935,17,10,0,F,BIC-WHSE-1,"Cpl Iwamoto, K.",2026-04-16,11,12400
ITM-1004466,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,12,14,2,C,BIC-CAGE-A,"SSgt Whitfield, T.",2026-04-04,23,240
ITM-1004467,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,63,57,0,A,WHSE-C1-ALB,"Sgt Alvarado, M.",2026-04-01,26,2
ITM-1004468,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,52,53,1,A,WHSE-A1-ALB,"GySgt Underwood, R.",2026-03-29,29,3
ITM-1004469,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,58,35,0,B,WHSE-B1-ALB,"GySgt Underwood, R.",2026-02-12,74,138
ITM-1004470,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,80,40,0,A,BIC-WHSE-1,"MSgt Quinones, V.",2026-03-24,34,84
ITM-1004471,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,50,46,0,C,BIC-WHSE-2,"Cpl Boudreau, A.",2026-04-10,17,690
ITM-1004472,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,82,51,0,A,BIC-WHSE-1,"Sgt Alvarado, M.",2026-03-25,33,540
ITM-1004473,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,17,11,0,A,WHSE-B1-ALB,"SSgt Whitfield, T.",2026-02-26,60,2400
ITM-1004474,1240-01-602-7715,"Optical sight assembly, M1A1",1240,17,8,0,A,BIC-CAGE-A,"SSgt Whitfield, T.",2026-04-13,14,18500
ITM-1004475,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,69,37,0,A,WHSE-C1-ALB,"GySgt Underwood, R.",2026-02-26,60,410
ITM-1004476,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,45,60,15,C,WHSE-A1-BAR,"Cpl Boudreau, A.",2026-02-19,67,220
ITM-1004477,5965-01-411-7783,Intercom headset H-250/U,5965,52,35,0,B,BIC-WHSE-2,"GySgt Underwood, R.",2026-02-14,72,165
ITM-1004478,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,90,50,0,A,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-02-07,79,26
ITM-1004479,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,27,13,0,F,WHSE-B2-BAR,"SSgt Whitfield, T.",2026-04-18,9,47800
ITM-1004480,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,5,10,5,H,BIC-WHSE-1,"SSgt Whitfield, T.",2026-02-13,73,8900
ITM-1004481,5340-01-122-4419,"Bracket, armor liner",5340,96,48,0,A,WHSE-B1-ALB,"Sgt Pham, D.",2026-04-06,21,95
ITM-1004482,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,8,12,4,A,BIC-CAGE-A,"SSgt Whitfield, T.",2026-04-21,6,1180
ITM-1004483,2540-01-572-3041,"Seat, armored crew (driver)",2540,97,48,0,B,WHSE-A1-ALB,"SSgt Whitfield, T.",2026-04-20,7,2240
ITM-1004484,6130-01-651-1182,"Power distribution unit, vehicle",6130,52,57,5,C,WHSE-A1-ALB,"SSgt Whitfield, T.",2026-03-10,48,1410
ITM-1004485,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,0,39,39,A,WHSE-A2-ALB,"GySgt Underwood, R.",2026-02-14,72,387
ITM-1004486,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,72,41,0,F,BIC-CAGE-A,"GySgt Underwood, R.",2026-02-12,74,512
ITM-1004487,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,17,10,0,B,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-03-26,32,622
ITM-1004488,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,30,15,0,A,WHSE-A2-ALB,"GySgt Underwood, R.",2026-04-08,19,745
ITM-1004489,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,21,10,0,A,WHSE-B1-ALB,"GySgt Underwood, R.",2026-02-10,76,4280
ITM-1004490,2530-01-621-3107,Brake rotor (MTVR),2530,57,48,0,B,BIC-WHSE-2,"SSgt Reyes, J.",2026-04-06,21,215
ITM-1004491,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,97,48,0,B,WHSE-A1-BAR,"Cpl Boudreau, A.",2026-02-13,73,320
ITM-1004492,2530-01-356-7711,Power steering pump (MTVR),2530,31,42,11,F,WHSE-A1-ALB,"GySgt Underwood, R.",2026-02-12,74,1180
ITM-1004493,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,80,40,0,B,BIC-WHSE-2,"SSgt Whitfield, T.",2026-02-24,62,175
ITM-1004494,2520-01-528-3166,Torque converter (JLTV),2520,9,13,4,C,WHSE-A1-BAR,"Sgt Carrillo, R.",2026-04-15,12,2900
ITM-1004495,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,18,15,0,A,BIC-WHSE-2,"SSgt Reyes, J.",2026-03-16,42,3450
ITM-1004496,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,34,44,10,A,WHSE-B2-BAR,"Cpl Diallo, S.",2026-02-07,79,410
ITM-1004497,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,78,39,0,B,BIC-WHSE-1,"Cpl Diallo, S.",2026-03-01,57,605
ITM-1004498,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,56,39,0,C,VBAY-01-BAR,"SSgt Reyes, J.",2026-03-25,33,24
ITM-1004499,2940-01-413-1984,Engine air filter element (HMMWV),2940,41,38,0,A,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-04-11,16,58
ITM-1004500,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,55,47,0,A,WHSE-B2-BAR,"Cpl Iwamoto, K.",2026-03-09,49,47
ITM-1004501,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,13,39,26,F,WHSE-A1-BAR,"Cpl Iwamoto, K.",2026-03-09,49,95
ITM-1004502,4720-01-329-4512,Coolant hose (MTVR engine),4720,94,47,0,C,WHSE-B1-ALB,"Cpl Diallo, S.",2026-03-10,48,38
ITM-1004503,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,13,6,0,A,VBAY-01-BAR,"Cpl Henderson, B.",2026-03-04,54,28500
ITM-1004504,2935-01-510-9923,"Fuel control, MV-22 engine",2935,11,6,0,C,WHSE-C1-ALB,"SSgt Whitfield, T.",2026-02-17,69,12400
ITM-1004505,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,19,9,0,A,VBAY-01-BAR,"GySgt Underwood, R.",2026-03-22,36,240
ITM-1004506,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,12,38,26,B,WHSE-B2-BAR,"Sgt Alvarado, M.",2026-03-09,49,2
ITM-1004507,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,60,64,4,B,BIC-WHSE-2,"Sgt Carrillo, R.",2026-04-11,16,3
ITM-1004508,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,73,39,0,H,VBAY-01-BAR,"GySgt Underwood, R.",2026-04-03,24,138
ITM-1004509,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,60,33,0,B,WHSE-A1-BAR,"Cpl Boudreau, A.",2026-03-15,43,84
ITM-1004510,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,82,41,0,A,WHSE-A1-ALB,"Sgt Pham, D.",2026-02-09,77,690
ITM-1004511,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,75,43,0,B,WHSE-A1-ALB,"Cpl Iwamoto, K.",2026-03-04,54,540
ITM-1004512,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,17,12,0,F,WHSE-A1-BAR,"Cpl Diallo, S.",2026-02-16,70,2400
ITM-1004513,1240-01-602-7715,"Optical sight assembly, M1A1",1240,17,11,0,A,WHSE-A1-BAR,"Cpl Henderson, B.",2026-04-25,2,18500
ITM-1004514,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,39,23,0,C,WHSE-A1-BAR,"Cpl Henderson, B.",2026-02-26,60,410
ITM-1004515,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,112,56,0,B,WHSE-A2-ALB,"GySgt Underwood, R.",2026-02-25,61,220
ITM-1004516,5965-01-411-7783,Intercom headset H-250/U,5965,38,40,2,F,WHSE-B2-BAR,"Cpl Boudreau, A.",2026-04-18,9,165
ITM-1004517,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,85,42,0,B,WHSE-C1-ALB,"Sgt Alvarado, M.",2026-02-20,66,26
ITM-1004518,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,14,7,0,A,BIC-CAGE-A,"Cpl Henderson, B.",2026-04-14,13,47800
ITM-1004519,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,19,9,0,F,BIC-CAGE-A,"Sgt Pham, D.",2026-04-02,25,8900
ITM-1004520,5340-01-122-4419,"Bracket, armor liner",5340,42,35,0,F,BIC-CAGE-A,"Cpl Boudreau, A.",2026-02-27,59,95
ITM-1004521,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,12,6,0,A,BIC-WHSE-1,"Cpl Henderson, B.",2026-03-03,55,1180
ITM-1004522,2540-01-572-3041,"Seat, armored crew (driver)",2540,65,46,0,B,WHSE-A2-ALB,"SSgt Whitfield, T.",2026-04-05,22,2240
ITM-1004523,6130-01-651-1182,"Power distribution unit, vehicle",6130,17,34,17,B,VBAY-01-BAR,"SSgt Reyes, J.",2026-02-19,67,1410
ITM-1004524,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,33,44,11,A,BIC-WHSE-2,"Cpl Henderson, B.",2026-04-11,16,387
ITM-1004525,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,21,58,37,A,BIC-WHSE-1,"Cpl Henderson, B.",2026-02-27,59,512
ITM-1004526,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,15,9,0,A,BIC-CAGE-A,"SSgt Reyes, J.",2026-03-23,35,622
ITM-1004527,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,18,9,0,F,WHSE-A1-BAR,"SSgt Reyes, J.",2026-03-13,45,745
ITM-1004528,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,16,8,0,B,WHSE-A1-BAR,"Cpl Diallo, S.",2026-03-01,57,4280
ITM-1004529,2530-01-621-3107,Brake rotor (MTVR),2530,66,34,0,B,BIC-WHSE-1,"Cpl Henderson, B.",2026-03-19,39,215
ITM-1004530,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,55,57,2,A,BIC-WHSE-1,"Sgt Pham, D.",2026-02-11,75,320
ITM-1004531,2530-01-356-7711,Power steering pump (MTVR),2530,83,41,0,A,BIC-WHSE-2,"SSgt Whitfield, T.",2026-02-25,61,1180
ITM-1004532,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,98,49,0,C,BIC-WHSE-1,"Sgt Pham, D.",2026-03-12,46,175
ITM-1004533,2520-01-528-3166,Torque converter (JLTV),2520,3,14,11,B,WHSE-A1-ALB,"Cpl Boudreau, A.",2026-03-22,36,2900
ITM-1004534,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,16,12,0,F,WHSE-C1-ALB,"GySgt Underwood, R.",2026-04-10,17,3450
ITM-1004535,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,26,34,8,A,WHSE-B2-BAR,"Cpl Iwamoto, K.",2026-03-22,36,410
ITM-1004536,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,8,54,46,A,WHSE-C1-ALB,"SSgt Reyes, J.",2026-03-05,53,605
ITM-1004537,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,46,53,7,H,WHSE-A2-ALB,"Cpl Diallo, S.",2026-03-03,55,24
ITM-1004538,2940-01-413-1984,Engine air filter element (HMMWV),2940,34,51,17,F,VBAY-01-BAR,"GySgt Underwood, R.",2026-03-09,49,58
ITM-1004539,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,76,38,0,A,WHSE-B1-ALB,"Sgt Pham, D.",2026-03-06,52,47
ITM-1004540,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,49,24,0,A,VBAY-01-BAR,"Cpl Henderson, B.",2026-03-04,54,95
ITM-1004541,4720-01-329-4512,Coolant hose (MTVR engine),4720,67,36,0,A,WHSE-A2-ALB,"Sgt Alvarado, M.",2026-04-02,25,38
ITM-1004542,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,21,11,0,B,VBAY-01-BAR,"Sgt Carrillo, R.",2026-03-31,27,28500
ITM-1004543,2935-01-510-9923,"Fuel control, MV-22 engine",2935,17,8,0,A,BIC-CAGE-A,"SSgt Reyes, J.",2026-03-24,34,12400
ITM-1004544,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,21,10,0,C,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-25,33,240
ITM-1004545,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,68,52,0,A,WHSE-B1-ALB,"Sgt Pham, D.",2026-04-21,6,2
ITM-1004546,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,16,51,35,A,WHSE-A1-ALB,"Cpl Boudreau, A.",2026-03-11,47,3
ITM-1004547,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,35,48,13,A,WHSE-B1-ALB,"Cpl Iwamoto, K.",2026-04-20,7,138
ITM-1004548,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,25,50,25,A,WHSE-A1-ALB,"Sgt Pham, D.",2026-04-09,18,84
ITM-1004549,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,79,43,0,C,WHSE-A1-ALB,"Cpl Boudreau, A.",2026-02-24,62,690
ITM-1004550,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,50,38,0,H,BIC-WHSE-1,"Sgt Carrillo, R.",2026-02-17,69,540
ITM-1004551,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,11,10,0,B,WHSE-A1-ALB,"Cpl Diallo, S.",2026-04-13,14,2400
ITM-1004552,1240-01-602-7715,"Optical sight assembly, M1A1",1240,7,7,0,B,WHSE-A2-ALB,"Sgt Carrillo, R.",2026-03-29,29,18500
ITM-1004553,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,38,37,0,A,WHSE-C1-ALB,"Cpl Diallo, S.",2026-03-27,31,410
ITM-1004554,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,82,41,0,B,WHSE-B1-ALB,"Sgt Carrillo, R.",2026-04-16,11,220
ITM-1004555,5965-01-411-7783,Intercom headset H-250/U,5965,85,51,0,A,BIC-WHSE-2,"SSgt Whitfield, T.",2026-02-17,69,165
ITM-1004556,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,21,51,30,F,BIC-WHSE-1,"Cpl Boudreau, A.",2026-03-28,30,26
ITM-1004557,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,11,11,0,C,BIC-WHSE-2,"SSgt Reyes, J.",2026-03-30,28,47800
ITM-1004558,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,23,11,0,H,BIC-WHSE-2,"SSgt Reyes, J.",2026-03-04,54,8900
ITM-1004559,5340-01-122-4419,"Bracket, armor liner",5340,110,55,0,A,WHSE-B2-BAR,"SSgt Reyes, J.",2026-02-15,71,95
ITM-1004560,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,14,8,0,B,WHSE-A1-BAR,"Cpl Iwamoto, K.",2026-03-09,49,1180
ITM-1004561,2540-01-572-3041,"Seat, armored crew (driver)",2540,72,36,0,H,WHSE-C1-ALB,"SSgt Whitfield, T.",2026-03-13,45,2240
ITM-1004562,6130-01-651-1182,"Power distribution unit, vehicle",6130,37,53,16,B,BIC-WHSE-1,"Cpl Diallo, S.",2026-03-05,53,1410
ITM-1004563,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,30,38,8,C,VBAY-01-BAR,"Sgt Pham, D.",2026-02-10,76,387
ITM-1004564,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,37,48,11,B,WHSE-A2-ALB,"Sgt Carrillo, R.",2026-03-15,43,512
ITM-1004565,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,11,5,0,H,WHSE-A1-BAR,"GySgt Underwood, R.",2026-04-14,13,622
ITM-1004566,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,20,10,0,H,BIC-WHSE-1,"SSgt Whitfield, T.",2026-03-05,53,745
ITM-1004567,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,15,13,0,A,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-02-28,58,4280
ITM-1004568,2530-01-621-3107,Brake rotor (MTVR),2530,31,54,23,A,WHSE-A1-ALB,"Sgt Carrillo, R.",2026-04-10,17,215
ITM-1004569,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,104,52,0,A,BIC-WHSE-2,"Sgt Pham, D.",2026-03-15,43,320
ITM-1004570,2530-01-356-7711,Power steering pump (MTVR),2530,63,32,0,C,WHSE-B2-BAR,"SSgt Whitfield, T.",2026-02-12,74,1180
ITM-1004571,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,21,49,28,F,WHSE-A1-ALB,"Cpl Iwamoto, K.",2026-03-30,28,175
ITM-1004572,2520-01-528-3166,Torque converter (JLTV),2520,18,10,0,A,WHSE-C1-ALB,"Cpl Henderson, B.",2026-03-15,43,2900
ITM-1004573,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,15,8,0,A,BIC-WHSE-2,"Cpl Iwamoto, K.",2026-03-25,33,3450
ITM-1004574,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,79,40,0,F,BIC-CAGE-A,"SSgt Reyes, J.",2026-03-16,42,410
ITM-1004575,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,86,44,0,C,WHSE-A1-ALB,"GySgt Underwood, R.",2026-03-14,44,605
ITM-1004576,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,103,51,0,B,BIC-WHSE-1,"Cpl Boudreau, A.",2026-04-09,18,24
ITM-1004577,2940-01-413-1984,Engine air filter element (HMMWV),2940,58,36,0,A,WHSE-A1-ALB,"Sgt Carrillo, R.",2026-04-06,21,58
ITM-1004578,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,69,34,0,F,BIC-WHSE-2,"SSgt Reyes, J.",2026-02-06,80,47
ITM-1004579,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,59,50,0,H,WHSE-B2-BAR,"Cpl Henderson, B.",2026-02-13,73,95
ITM-1004580,4720-01-329-4512,Coolant hose (MTVR engine),4720,64,32,0,A,WHSE-A2-ALB,"SSgt Reyes, J.",2026-04-22,5,38
ITM-1004581,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,13,16,3,A,WHSE-A1-BAR,"SSgt Reyes, J.",2026-02-10,76,28500
ITM-1004582,2935-01-510-9923,"Fuel control, MV-22 engine",2935,14,7,0,B,VBAY-01-BAR,"MSgt Quinones, V.",2026-04-08,19,12400
ITM-1004583,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,6,9,3,A,BIC-CAGE-A,"Sgt Alvarado, M.",2026-03-24,34,240
ITM-1004584,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,92,46,0,A,BIC-CAGE-A,"SSgt Reyes, J.",2026-04-15,12,2
ITM-1004585,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,0,36,36,C,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-04-09,18,3
ITM-1004586,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,71,59,0,A,WHSE-B2-BAR,"Cpl Iwamoto, K.",2026-02-13,73,138
ITM-1004587,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,95,47,0,A,WHSE-B1-ALB,"Cpl Henderson, B.",2026-04-10,17,84
ITM-1004588,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,70,50,0,B,BIC-WHSE-2,"Cpl Boudreau, A.",2026-03-18,40,690
