date,work_order_id,platform,vehicle_id,pmcs_code,nsn,part_name,qty_consumed,subsystem
2026-03-04,WO-260304-00633,MTVR,MTVR-0194,D,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-04,WO-260304-00634,MTVR,MTVR-0259,A,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),1,engine
2026-03-04,WO-260304-00635,JLTV,JLTV-0263,W,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-04,WO-260304-00636,JLTV,JLTV-0193,M,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-03-04,WO-260304-00637,JLTV,JLTV-0108,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),9,fasteners
2026-03-04,WO-260304-00638,JLTV,JLTV-0360,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-04,WO-260304-00639,JLTV,JLTV-0135,AN,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-03-04,WO-260304-00640,JLTV,JLTV-0179,B,6135-01-301-8776,BA-5590 lithium primary battery (radio),6,comms
2026-03-04,WO-260304-00641,AAV-7A1,AAV-7A1-0019,D,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-03-04,WO-260304-00642,AAV-7A1,AAV-7A1-0010,A,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-03-04,WO-260304-00643,MV-22B,MV-22B-0018,W,2935-01-510-9923,"Fuel control, MV-22 engine",1,engine
2026-03-04,WO-260304-00644,HMMWV,HMMWV-0005,M,2940-01-413-1984,Engine air filter element (HMMWV),2,engine
2026-03-05,WO-260305-00645,MTVR,MTVR-0202,Q,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-05,WO-260305-00646,MTVR,MTVR-0137,S,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-05,WO-260305-00647,MTVR,MTVR-0262,AN,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-05,WO-260305-00648,MTVR,MTVR-0248,B,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-05,WO-260305-00649,MTVR,MTVR-0211,D,2930-01-477-0631,Fuel filter / water separator (MTVR),3,engine
2026-03-05,WO-260305-00650,MTVR,MTVR-0022,A,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-05,WO-260305-00651,MTVR,MTVR-0265,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",7,fasteners
2026-03-05,WO-260305-00652,MTVR,MTVR-0311,M,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-03-05,WO-260305-00653,MTVR,MTVR-0045,Q,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2,tires
2026-03-05,WO-260305-00654,LAV,LAV-0075,S,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",1,wheels
2026-03-05,WO-260305-00655,LAV,LAV-0018,AN,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-03-05,WO-260305-00656,LAV,LAV-0079,B,5340-01-122-4419,"Bracket, armor liner",1,armor
2026-03-05,WO-260305-00657,JLTV,JLTV-0386,D,2530-01-487-5511,Hydraulic brake caliper (JLTV),2,brakes
2026-03-05,WO-260305-00658,JLTV,JLTV-0187,A,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),4,fasteners
2026-03-05,WO-260305-00659,JLTV,JLTV-0107,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),2,comms
2026-03-05,WO-260305-00660,AAV-7A1,AAV-7A1-0008,M,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-03-05,WO-260305-00661,MV-22B,MV-22B-0002,Q,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",1,rotor
2026-03-05,WO-260305-00662,MV-22B,MV-22B-0021,S,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1,rotor
2026-03-05,WO-260305-00663,HMMWV,HMMWV-0266,AN,2940-01-413-1984,Engine air filter element (HMMWV),5,engine
2026-03-05,WO-260305-00664,HMMWV,HMMWV-0117,B,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-03-06,WO-260306-00665,MTVR,MTVR-0081,D,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-06,WO-260306-00666,MTVR,MTVR-0099,A,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-06,WO-260306-00667,MTVR,MTVR-0044,W,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-06,WO-260306-00668,MTVR,MTVR-0286,M,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-06,WO-260306-00669,MTVR,MTVR-0282,Q,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-06,WO-260306-00670,MTVR,MTVR-0034,S,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2,engine
2026-03-06,WO-260306-00671,MTVR,MTVR-0311,AN,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-03-06,WO-260306-00672,MTVR,MTVR-0169,B,2930-01-477-0631,Fuel filter / water separator (MTVR),3,engine
2026-03-06,WO-260306-00673,MTVR,MTVR-0093,D,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-03-06,WO-260306-00674,MTVR,MTVR-0059,A,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5,fasteners
2026-03-06,WO-260306-00675,MTVR,MTVR-0285,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2,tires
2026-03-06,WO-260306-00676,LAV,LAV-0068,M,5340-01-122-4419,"Bracket, armor liner",1,armor
2026-03-06,WO-260306-00677,JLTV,JLTV-0155,Q,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-03-06,WO-260306-00678,JLTV,JLTV-0262,S,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),11,fasteners
2026-03-06,WO-260306-00679,JLTV,JLTV-0356,AN,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-03-06,WO-260306-00680,JLTV,JLTV-0132,B,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-03-06,WO-260306-00681,HMMWV,HMMWV-0167,D,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-03-06,WO-260306-00682,M1A1,M1A1-0002,A,1240-01-602-7715,"Optical sight assembly, M1A1",1,weapons
2026-03-07,WO-260307-00683,MTVR,MTVR-0142,W,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-07,WO-260307-00684,MTVR,MTVR-0085,M,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-03-07,WO-260307-00685,MTVR,MTVR-0202,Q,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-07,WO-260307-00686,MTVR,MTVR-0073,S,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-07,WO-260307-00687,MTVR,MTVR-0003,AN,2940-01-389-2196,Primary fuel/oil filter element (MTVR),4,engine
2026-03-07,WO-260307-00688,MTVR,MTVR-0238,B,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-03-07,WO-260307-00689,MTVR,MTVR-0207,D,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-07,WO-260307-00690,MTVR,MTVR-0196,A,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",8,fasteners
2026-03-07,WO-260307-00691,MTVR,MTVR-0250,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-07,WO-260307-00692,JLTV,JLTV-0021,M,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-07,WO-260307-00693,JLTV,JLTV-0028,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5,fasteners
2026-03-07,WO-260307-00694,JLTV,JLTV-0268,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-03-07,WO-260307-00695,JLTV,JLTV-0175,AN,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-03-07,WO-260307-00696,AAV-7A1,AAV-7A1-0044,B,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-03-07,WO-260307-00697,AAV-7A1,AAV-7A1-0051,D,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-03-07,WO-260307-00698,M88A2,M88A2-0001,A,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-03-07,WO-260307-00699,HMMWV,HMMWV-0106,W,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-03-08,WO-260308-00700,MTVR,MTVR-0052,M,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-08,WO-260308-00701,MTVR,MTVR-0125,Q,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-08,WO-260308-00702,MTVR,MTVR-0225,S,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-08,WO-260308-00703,MTVR,MTVR-0048,AN,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-08,WO-260308-00704,MTVR,MTVR-0288,B,2940-01-389-2196,Primary fuel/oil filter element (MTVR),4,engine
2026-03-08,WO-260308-00705,MTVR,MTVR-0194,D,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-03-08,WO-260308-00706,MTVR,MTVR-0095,A,4720-01-329-4512,Coolant hose (MTVR engine),3,engine
2026-03-08,WO-260308-00707,MTVR,MTVR-0158,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-03-08,WO-260308-00708,MTVR,MTVR-0143,M,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2,tires
2026-03-08,WO-260308-00709,LAV,LAV-0011,Q,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-03-08,WO-260308-00710,LAV,LAV-0060,S,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-03-08,WO-260308-00711,JLTV,JLTV-0044,AN,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-08,WO-260308-00712,JLTV,JLTV-0405,B,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-03-08,WO-260308-00713,JLTV,JLTV-0004,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),8,fasteners
2026-03-08,WO-260308-00714,JLTV,JLTV-0006,A,6135-01-301-8776,BA-5590 lithium primary battery (radio),6,comms
2026-03-08,WO-260308-00715,AAV-7A1,AAV-7A1-0044,W,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-03-08,WO-260308-00716,HMMWV,HMMWV-0255,M,2940-01-413-1984,Engine air filter element (HMMWV),1,engine
2026-03-09,WO-260309-00717,MTVR,MTVR-0176,Q,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-03-09,WO-260309-00718,MTVR,MTVR-0074,S,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-09,WO-260309-00719,MTVR,MTVR-0296,AN,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-09,WO-260309-00720,MTVR,MTVR-0065,B,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-09,WO-260309-00721,MTVR,MTVR-0203,D,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2,engine
2026-03-09,WO-260309-00722,MTVR,MTVR-0041,A,2930-01-477-0631,Fuel filter / water separator (MTVR),6,engine
2026-03-09,WO-260309-00723,MTVR,MTVR-0016,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",8,fasteners
2026-03-09,WO-260309-00724,MTVR,MTVR-0297,M,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-03-09,WO-260309-00725,MTVR,MTVR-0300,Q,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-09,WO-260309-00726,JLTV,JLTV-0007,S,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-03-09,WO-260309-00727,JLTV,JLTV-0130,AN,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),10,fasteners
2026-03-09,WO-260309-00728,JLTV,JLTV-0337,B,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-03-09,WO-260309-00729,JLTV,JLTV-0298,D,6135-01-301-8776,BA-5590 lithium primary battery (radio),4,comms
2026-03-09,WO-260309-00730,AAV-7A1,AAV-7A1-0003,A,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",1,tracks
2026-03-09,WO-260309-00731,HMMWV,HMMWV-0197,W,2940-01-413-1984,Engine air filter element (HMMWV),6,engine
2026-03-10,WO-260310-00732,MTVR,MTVR-0206,M,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-10,WO-260310-00733,MTVR,MTVR-0041,Q,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-10,WO-260310-00734,MTVR,MTVR-0307,S,2940-01-389-2196,Primary fuel/oil filter element (MTVR),4,engine
2026-03-10,WO-260310-00735,MTVR,MTVR-0291,AN,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-03-10,WO-260310-00736,MTVR,MTVR-0093,B,4720-01-329-4512,Coolant hose (MTVR engine),3,engine
2026-03-10,WO-260310-00737,MTVR,MTVR-0134,D,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",10,fasteners
2026-03-10,WO-260310-00738,MTVR,MTVR-0204,A,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-03-10,WO-260310-00739,MTVR,MTVR-0118,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-10,WO-260310-00740,JLTV,JLTV-0186,M,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-10,WO-260310-00741,JLTV,JLTV-0031,Q,2530-01-487-5511,Hydraulic brake caliper (JLTV),2,brakes
2026-03-10,WO-260310-00742,JLTV,JLTV-0309,S,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-03-10,WO-260310-00743,JLTV,JLTV-0265,AN,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),7,fasteners
2026-03-10,WO-260310-00744,JLTV,JLTV-0101,B,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-03-10,WO-260310-00745,JLTV,JLTV-0384,D,6135-01-301-8776,BA-5590 lithium primary battery (radio),8,comms
2026-03-10,WO-260310-00746,AAV-7A1,AAV-7A1-0009,A,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-03-10,WO-260310-00747,M1A1,M1A1-0007,W,1240-01-602-7715,"Optical sight assembly, M1A1",1,weapons
2026-03-11,WO-260311-00748,MTVR,MTVR-0288,M,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-11,WO-260311-00749,MTVR,MTVR-0129,Q,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-11,WO-260311-00750,MTVR,MTVR-0172,S,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-11,WO-260311-00751,MTVR,MTVR-0152,AN,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-11,WO-260311-00752,MTVR,MTVR-0210,B,2940-01-389-2196,Primary fuel/oil filter element (MTVR),1,engine
2026-03-11,WO-260311-00753,MTVR,MTVR-0279,D,2930-01-477-0631,Fuel filter / water separator (MTVR),4,engine
2026-03-11,WO-260311-00754,MTVR,MTVR-0259,A,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-03-11,WO-260311-00755,MTVR,MTVR-0204,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",8,fasteners
2026-03-11,WO-260311-00756,MTVR,MTVR-0056,M,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-03-11,WO-260311-00757,MTVR,MTVR-0086,Q,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-03-11,WO-260311-00758,JLTV,JLTV-0028,S,2530-01-487-5511,Hydraulic brake caliper (JLTV),2,brakes
2026-03-11,WO-260311-00759,JLTV,JLTV-0100,AN,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),2,fasteners
2026-03-11,WO-260311-00760,JLTV,JLTV-0024,B,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-11,WO-260311-00761,JLTV,JLTV-0163,D,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-03-11,WO-260311-00762,JLTV,JLTV-0259,A,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-03-11,WO-260311-00763,AAV-7A1,AAV-7A1-0019,W,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-03-11,WO-260311-00764,HMMWV,HMMWV-0265,M,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-03-11,WO-260311-00765,HMMWV,HMMWV-0116,Q,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-03-12,WO-260312-00766,MTVR,MTVR-0169,S,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-12,WO-260312-00767,MTVR,MTVR-0320,AN,2530-01-621-3107,Brake rotor (MTVR),2,brakes
2026-03-12,WO-260312-00768,MTVR,MTVR-0302,B,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-12,WO-260312-00769,MTVR,MTVR-0314,D,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-03-12,WO-260312-00770,MTVR,MTVR-0091,A,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2,engine
2026-03-12,WO-260312-00771,MTVR,MTVR-0317,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),4,engine
2026-03-12,WO-260312-00772,MTVR,MTVR-0209,M,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-03-12,WO-260312-00773,MTVR,MTVR-0118,Q,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-12,WO-260312-00774,MTVR,MTVR-0318,S,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",8,fasteners
2026-03-12,WO-260312-00775,MTVR,MTVR-0271,AN,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-03-12,WO-260312-00776,MTVR,MTVR-0190,B,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-12,WO-260312-00777,MTVR,MTVR-0028,D,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-03-12,WO-260312-00778,LAV,LAV-0047,A,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-03-12,WO-260312-00779,JLTV,JLTV-0353,W,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-12,WO-260312-00780,JLTV,JLTV-0228,M,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-03-12,WO-260312-00781,JLTV,JLTV-0014,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),1,fasteners
2026-03-12,WO-260312-00782,JLTV,JLTV-0235,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-12,WO-260312-00783,JLTV,JLTV-0016,AN,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-03-12,WO-260312-00784,MV-22B,MV-22B-0016,B,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1,rotor
2026-03-12,WO-260312-00785,HMMWV,HMMWV-0147,D,2940-01-413-1984,Engine air filter element (HMMWV),2,engine
2026-03-12,WO-260312-00786,M1A1,M1A1-0005,A,1240-01-602-7715,"Optical sight assembly, M1A1",1,weapons
2026-03-13,WO-260313-00787,MTVR,MTVR-0082,W,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-13,WO-260313-00788,MTVR,MTVR-0191,M,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-13,WO-260313-00789,MTVR,MTVR-0286,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-03-13,WO-260313-00790,MTVR,MTVR-0030,S,2930-01-477-0631,Fuel filter / water separator (MTVR),7,engine
2026-03-13,WO-260313-00791,MTVR,MTVR-0254,AN,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-13,WO-260313-00792,MTVR,MTVR-0039,B,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",7,fasteners
2026-03-13,WO-260313-00793,MTVR,MTVR-0057,D,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-03-13,WO-260313-00794,MTVR,MTVR-0255,A,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-13,WO-260313-00795,LAV,LAV-0083,W,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-03-13,WO-260313-00796,JLTV,JLTV-0359,M,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-03-13,WO-260313-00797,JLTV,JLTV-0227,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),6,fasteners
2026-03-13,WO-260313-00798,JLTV,JLTV-0094,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-13,WO-260313-00799,JLTV,JLTV-0039,AN,6135-01-301-8776,BA-5590 lithium primary battery (radio),4,comms
2026-03-13,WO-260313-00800,AAV-7A1,AAV-7A1-0016,B,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-03-13,WO-260313-00801,MV-22B,MV-22B-0007,D,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",1,rotor
2026-03-13,WO-260313-00802,M88A2,M88A2-0004,A,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-03-13,WO-260313-00803,HMMWV,HMMWV-0361,W,2940-01-413-1984,Engine air filter element (HMMWV),5,engine
2026-03-14,WO-260314-00804,MTVR,MTVR-0025,M,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-14,WO-260314-00805,MTVR,MTVR-0198,Q,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-14,WO-260314-00806,MTVR,MTVR-0058,S,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-14,WO-260314-00807,MTVR,MTVR-0250,AN,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-03-14,WO-260314-00808,MTVR,MTVR-0028,B,2930-01-477-0631,Fuel filter / water separator (MTVR),3,engine
2026-03-14,WO-260314-00809,MTVR,MTVR-0241,D,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-14,WO-260314-00810,MTVR,MTVR-0050,A,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",8,fasteners
2026-03-14,WO-260314-00811,MTVR,MTVR-0306,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2,tires
2026-03-14,WO-260314-00812,MTVR,MTVR-0234,M,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-03-14,WO-260314-00813,LAV,LAV-0074,Q,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-03-14,WO-260314-00814,LAV,LAV-0003,S,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-03-14,WO-260314-00815,LAV,LAV-0070,AN,5340-01-122-4419,"Bracket, armor liner",1,armor
2026-03-14,WO-260314-00816,JLTV,JLTV-0234,B,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-03-14,WO-260314-00817,JLTV,JLTV-0210,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5,fasteners
2026-03-14,WO-260314-00818,JLTV,JLTV-0236,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-14,WO-260314-00819,JLTV,JLTV-0078,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),3,comms
2026-03-14,WO-260314-00820,AAV-7A1,AAV-7A1-0033,M,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-03-14,WO-260314-00821,HMMWV,HMMWV-0323,Q,2940-01-413-1984,Engine air filter element (HMMWV),2,engine
2026-03-14,WO-260314-00822,HMMWV,HMMWV-0318,S,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-03-15,WO-260315-00823,MTVR,MTVR-0098,AN,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-03-15,WO-260315-00824,MTVR,MTVR-0001,B,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-15,WO-260315-00825,MTVR,MTVR-0213,D,2930-01-477-0631,Fuel filter / water separator (MTVR),3,engine
2026-03-15,WO-260315-00826,MTVR,MTVR-0042,A,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-15,WO-260315-00827,MTVR,MTVR-0149,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-03-15,WO-260315-00828,LAV,LAV-0018,M,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-03-15,WO-260315-00829,LAV,LAV-0018,Q,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-03-15,WO-260315-00830,JLTV,JLTV-0115,S,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-15,WO-260315-00831,JLTV,JLTV-0134,AN,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-03-15,WO-260315-00832,JLTV,JLTV-0252,B,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),7,fasteners
2026-03-15,WO-260315-00833,JLTV,JLTV-0166,D,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-03-15,WO-260315-00834,JLTV,JLTV-0210,A,6135-01-301-8776,BA-5590 lithium primary battery (radio),2,comms
2026-03-15,WO-260315-00835,M88A2,M88A2-0008,W,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),1,hydraulics
2026-03-15,WO-260315-00836,HMMWV,HMMWV-0322,M,2940-01-413-1984,Engine air filter element (HMMWV),2,engine
2026-03-15,WO-260315-00837,HMMWV,HMMWV-0369,Q,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-03-16,WO-260316-00838,MTVR,MTVR-0017,S,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-16,WO-260316-00839,MTVR,MTVR-0116,AN,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-16,WO-260316-00840,MTVR,MTVR-0288,B,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-16,WO-260316-00841,MTVR,MTVR-0185,D,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-16,WO-260316-00842,MTVR,MTVR-0162,A,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-16,WO-260316-00843,MTVR,MTVR-0158,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-03-16,WO-260316-00844,MTVR,MTVR-0288,M,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
